question_id,question,expected_language,course_code,expected_intent,detected_intent,ground_truth_status,detected_language,response_language,language_consistent,reference_answer,generated_answer,language_consistency,reference_token_overlap,answer_mode,generation_mode,retrieved_source_1,retrieved_page_1,retrieved_score_1,retrieved_source_2,retrieved_page_2,retrieved_score_2,retrieved_source_3,retrieved_page_3,retrieved_score_3,latency_seconds,answer_bank_enabled,retrieved_source,retrieved_page,retrieval_score
Q004,CSE 101-এর CLO 2 কী?,bangla,CSE 101,clo,clo,verified,bangla,bangla,True,CLO 2 is to understand the fundamentals of Boolean algebra and number systems.,উত্তর: CLO 2 Understand the fundamentals of Boolean algebra and number systems,True,0.889,gguf_generation,gguf_generation,document2.pdf,2,12.1628,document3.pdf,1,10.1594,document1.pdf,2,9.9688,6.569,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 2,12.1628; 10.1594; 9.9688
Q004,CSE 101-er CLO 2 ki?,banglish,CSE 101,clo,clo,verified,banglish,banglish,True,CLO 2 is to understand the fundamentals of Boolean algebra and number systems.,Ei information-ta: CLO 2 Understand the fundamentals of Boolean algebra and number systems.,True,0.889,gguf_generation,gguf_generation,document2.pdf,2,12.0972,document3.pdf,1,10.1206,document1.pdf,2,9.8922,6.436,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 2,12.0972; 10.1206; 9.8922
Q005,What is CLO 3 of CSE 101?,english,CSE 101,clo,clo,verified,english,english,True,"CLO 3 is to design flowcharts, algorithms and pseudocodes.","CLO 3 of CSE 101 is Design flowcharts, algorithms and pseudocodes of problem solutions.",True,0.833,gguf_generation,gguf_generation,document2.pdf,2,12.1465,document3.pdf,1,10.1517,document1.pdf,2,9.9227,7.272,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 2,12.1465; 10.1517; 9.9227
Q005,CSE 101-এর CLO 3 কী?,bangla,CSE 101,clo,clo,verified,bangla,bangla,True,"CLO 3 is to design flowcharts, algorithms and pseudocodes.","উত্তর: CLO 3 Design flowcharts, algorithms and pseudocodes of problem solutions",True,0.833,gguf_generation,gguf_generation,document2.pdf,2,12.1511,document3.pdf,1,10.1536,document1.pdf,2,9.9351,6.901,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 2,12.1511; 10.1536; 9.9351
Q005,CSE 101-er CLO 3 ki?,banglish,CSE 101,clo,clo,verified,banglish,banglish,True,"CLO 3 is to design flowcharts, algorithms and pseudocodes.","Ei information-ta: CLO 3 Design flowcharts, algorithms and pseudocodes of problem solutions.",True,0.833,gguf_generation,gguf_generation,document2.pdf,2,12.0836,document3.pdf,1,10.1100,document1.pdf,2,9.8555,7.879,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 2,12.0836; 10.1100; 9.8555
Q006,What is CLO 4 of CSE 101?,english,CSE 101,clo,clo,verified,english,english,True,"CLO 4 is to develop simple programs using conditionals, loops and arrays.","CLO 4 of CSE 101 is Develop simple programs using conditionals, loops, and arrays.",True,0.889,gguf_generation,gguf_generation,document2.pdf,2,12.1444,document3.pdf,1,10.1603,document1.pdf,2,9.9168,7.621,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 2,12.1444; 10.1603; 9.9168
Q006,CSE 101-এর CLO 4 কী?,bangla,CSE 101,clo,clo,verified,bangla,bangla,True,"CLO 4 is to develop simple programs using conditionals, loops and arrays.",উত্তর: CLO 4 এর বিবরণ কী?,True,0.111,gguf_generation,gguf_generation,document2.pdf,2,12.1526,document3.pdf,1,10.1617,document1.pdf,2,9.9329,6.905,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 2,12.1526; 10.1617; 9.9329
Q006,CSE 101-er CLO 4 ki?,banglish,CSE 101,clo,clo,verified,banglish,banglish,True,"CLO 4 is to develop simple programs using conditionals, loops and arrays.",Available university documents-e ei information-ta paoa jayni.,True,0.000,gguf_generation,gguf_generation,document2.pdf,2,12.0919,document3.pdf,1,10.1253,document1.pdf,2,9.8638,6.444,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 2,12.0919; 10.1253; 9.8638
Q007,Name four types of computer hardware mentioned in the course.,english,CSE 101,topics,unknown,needs_review,english,english,True,"Mouse, keyboard, monitor and CPU.","mouse, keyboard, monitor, and CPU.",True,1.000,gguf_generation,gguf_generation,document2.pdf,2,1.0744,document3.pdf,1,0.9411,document2.pdf,3,0.8733,7.241,False,document2.pdf; document3.pdf; document2.pdf,2; 1; 3,1.0744; 0.9411; 0.8733
Q007,কোর্সে উল্লেখিত চারটি কম্পিউটার হার্ডওয়্যারের নাম কী?,bangla,CSE 101,topics,unknown,needs_review,bangla,bangla,True,"Mouse, keyboard, monitor and CPU.",উত্তর: কোর্সে উল্লেখিত চারটি কম্পিউটার হার্ডওয়্যারের নাম হল: 1. ম্যাস্কিং (Mouse) 2. ক্যাবল্যান্ড (Keyboard) 3. ম্যান্ট্রোপ্যাল (Monitor) 4. ক্যাপ্লার (CPU),True,1.000,gguf_generation,gguf_generation,document2.pdf,4,0.6352,document2.pdf,2,0.6237,document2.pdf,1,0.5901,16.951,False,document2.pdf; document2.pdf; document2.pdf,4; 2; 1,0.6352; 0.6237; 0.5901
Q007,Course-e mention kora char-ti computer hardware-er naam ki?,banglish,CSE 101,topics,unknown,needs_review,banglish,banglish,True,"Mouse, keyboard, monitor and CPU.","Ei information-ta: CLO 4 c 1/Analyze Lecture, Classwork, Assignments Written exam, Class Test.",True,0.000,gguf_generation,gguf_generation,document2.pdf,2,1.1444,document2.pdf,1,1.0110,document2.pdf,3,0.9789,7.419,False,document2.pdf; document2.pdf; document2.pdf,2; 1; 3,1.1444; 1.0110; 0.9789
Q008,What are the two types of computer software mentioned in the course?,english,CSE 101,topics,unknown,needs_review,english,english,True,Application software and system software.,The two types of computer software mentioned in the course are application software and system software.,True,1.000,gguf_generation,gguf_generation,document2.pdf,2,1.0716,document2.pdf,1,0.9249,document2.pdf,3,0.8900,7.509,False,document2.pdf; document2.pdf; document2.pdf,2; 1; 3,1.0716; 0.9249; 0.8900
Q008,কোর্সে উল্লেখিত কম্পিউটার সফটওয়্যারের দুটি ধরন কী?,bangla,CSE 101,topics,course_type,needs_review,bangla,bangla,True,Application software and system software.,উত্তর: কোর্সে উল্লেখিত কম্পিউটার সফটওয়্যারের দুটি ধরন হলো: 1. কম্পিউটার সফটওয়্যারের প্রাথমিক ধরন: যা কম্পিউটারের সমস্যা সমাধান করার মাধ্যমে প্রয়োজন করা হয়। এই ধরনের সফটওয়্যার,True,0.000,gguf_generation,gguf_generation,document2.pdf,1,0.5934,document2.pdf,2,0.5898,document2.pdf,10,0.5719,22.180,False,document2.pdf; document2.pdf; document2.pdf,1; 2; 10,0.5934; 0.5898; 0.5719
Q008,Course-e mention kora computer software-er dui-ti type ki?,banglish,CSE 101,topics,course_type,needs_review,banglish,banglish,True,Application software and system software.,Ei information-ta: Core Course.,True,0.000,gguf_generation,gguf_generation,document2.pdf,1,1.1833,document2.pdf,2,1.1581,document2.pdf,3,0.9892,5.450,False,document2.pdf; document2.pdf; document2.pdf,1; 2; 3,1.1833; 1.1581; 0.9892
Q009,What number systems are included in CSE 101?,english,CSE 101,topics,course_code,verified,english,english,True,"Binary, decimal, octal and hexadecimal.","Topics under The number systems:
- In CSE 101 are binary
- Decimal
- Octal
- Hexadecimal",True,1.000,gguf_generation,gguf_generation,document2.pdf,1,2.5531,document2.pdf,5,2.3877,document2.pdf,2,2.3237,5.570,False,document2.pdf; document2.pdf; document2.pdf,1; 5; 2,2.5531; 2.3877; 2.3237
Q009,CSE 101 কোর্সে কোন কোন Number System অন্তর্ভুক্ত করা হয়েছে?,bangla,CSE 101,topics,course_code,verified,bangla,bangla,True,"Binary, decimal, octal and hexadecimal.",উত্তর: CSE 101 কোর্সে বিভিন্ন নম্বর সম্পদ অন্তর্ভুক্ত করা হয়েছে।,True,0.000,gguf_generation,gguf_generation,document2.pdf,1,2.7077,document2.pdf,5,2.4201,document2.pdf,2,2.3548,8.676,False,document2.pdf; document2.pdf; document2.pdf,1; 5; 2,2.7077; 2.4201; 2.3548
Q009,CSE 101 course-e kon kon Number System include kora hoyeche?,banglish,CSE 101,topics,course_code,verified,banglish,english,False,"Binary, decimal, octal and hexadecimal.","Ei information-ta: Number System ● binary, decimal, octal, hexadecimal, etc. number systems and their conversions. ● addition, subtraction, and multiplication using different number systems ● Complements in the number system ● understand the conversion system among different number systems.",False,1.000,gguf_generation,gguf_generation,document2.pdf,1,2.6276,document2.pdf,5,2.3392,document2.pdf,2,2.2914,17.041,False,document2.pdf; document2.pdf; document2.pdf,1; 5; 2,2.6276; 2.3392; 2.2914
Q010,What operations are included in the study of number systems?,english,CSE 101,topics,course_code,needs_review,english,english,True,"Conversion, addition and subtraction.",- Addition - Subtraction - Multiplication - Complements,True,0.667,gguf_generation,gguf_generation,document2.pdf,5,0.9495,document2.pdf,2,0.8706,document1.pdf,2,0.6997,7.002,False,document2.pdf; document2.pdf; document1.pdf,5; 2; 2,0.9495; 0.8706; 0.6997
Q010,Number System-এর অধ্যয়নে কোন কোন গাণিতিক অপারেশন অন্তর্ভুক্ত রয়েছে?,bangla,CSE 101,topics,course_code,needs_review,bangla,bangla,True,"Conversion, addition and subtraction.",উত্তর: গাণিতিক অপারেশন অন্তর্ভুক্ত নামে নাম কোন গাণিতিক অপারেশন অন্তর্ভুক্ত রয়েছে।,True,0.000,gguf_generation,gguf_generation,document2.pdf,5,0.9099,document2.pdf,2,0.8113,document2.pdf,3,0.7975,12.254,False,document2.pdf; document2.pdf; document2.pdf,5; 2; 3,0.9099; 0.8113; 0.7975
Q010,Number System-er study-te kon kon mathematical operation include kora hoyeche?,banglish,CSE 101,topics,course_code,needs_review,banglish,banglish,True,"Conversion, addition and subtraction.","Ei information-ta: Addition, subtraction, and multiplication using different number systems.",True,0.667,gguf_generation,gguf_generation,document2.pdf,5,0.9663,document2.pdf,2,0.9230,document1.pdf,2,0.9003,8.017,False,document2.pdf; document2.pdf; document1.pdf,5; 2; 2,0.9663; 0.9230; 0.9003
Q011,What topics are included under Boolean Algebra?,english,CSE 101,topics,topics,needs_review,english,english,True,"Logic gates, Boolean addition and Boolean multiplication.","Topics under Boolean Algebra:
- Logic gates
- Boolean addition
- Boolean multiplication",True,1.000,structured_extractive,structured_extractive,document2.pdf,7,1.0292,document2.pdf,5,1.0055,document2.pdf,2,0.9877,0.192,False,document2.pdf; document2.pdf; document2.pdf,7; 5; 2,1.0292; 1.0055; 0.9877
Q011,Boolean Algebra-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,bangla,CSE 101,topics,topics,needs_review,bangla,banglish,False,"Logic gates, Boolean addition and Boolean multiplication.","Boolean Algebra-er odhine bishoygulo:
- Logic gates
- Boolean addition
- Boolean multiplication",False,1.000,structured_extractive,structured_extractive,document2.pdf,5,0.8611,document2.pdf,2,0.8551,document2.pdf,3,0.7917,6.847,False,document2.pdf; document2.pdf; document2.pdf,5; 2; 3,0.8611; 0.8551; 0.7917
Q011,Boolean Algebra-er under-e kon kon topic include kora hoyeche?,banglish,CSE 101,topics,topics,needs_review,banglish,banglish,True,"Logic gates, Boolean addition and Boolean multiplication.","Boolean Algebra-er under-e topics:
- Logic gates
- Boolean addition
- Boolean multiplication",True,1.000,structured_extractive,structured_extractive,document2.pdf,7,0.9748,document2.pdf,5,0.9229,document2.pdf,2,0.8984,0.255,False,document2.pdf; document2.pdf; document2.pdf,7; 5; 2,0.9748; 0.9229; 0.8984
Q012,What are the three program-planning tools included in CSE 101?,english,CSE 101,topics,topics,verified,english,english,True,"Flowcharts, algorithms and pseudocodes.","Topics include Computer Hardware: mouse, keyboard, monitor, CPU, printer, scanner, router, modem; Computer Software: application software, system software; Boolean Algebra: logic gates, Boolean addition, and multiplication, Number Systems: binary, decimal, octal, hexadecimal number systems and their conversions, addition, subtraction; Program Planning Tools: flowcharts, algorithms, pseudocodes; Introduction to Programming: basic input-output, data types, constants and variables; operators and expressions; type conversion; Decision making: branching and selection structures; if-else and switch statements, conditional operators; Repetition and Loop Statements: for loop, while loop, do-while loop, branching and looping, loop nesting; Arrays: introduction to arrays.",True,1.000,structured_extractive,structured_extractive,document2.pdf,1,2.8760,document2.pdf,6,2.5414,document2.pdf,2,2.5038,0.217,False,document2.pdf; document2.pdf; document2.pdf,1; 6; 2,2.8760; 2.5414; 2.5038
Q012,CSE 101 কোর্সে ব্যবহৃত তিনটি Program Planning Tool কী কী?,bangla,CSE 101,topics,course_metadata,verified,bangla,bangla,True,"Flowcharts, algorithms and pseudocodes.",উত্তর: 1. Flowcharts 2. Algorithms 3. Pseudocodes,True,1.000,gguf_generation,gguf_generation,document2.pdf,1,2.8489,document2.pdf,6,2.5785,document2.pdf,2,2.5074,9.115,False,document2.pdf; document2.pdf; document2.pdf,1; 6; 2,2.8489; 2.5785; 2.5074
Q012,CSE 101 course-e use kora tin-ti Program Planning Tool ki ki?,banglish,CSE 101,topics,course_metadata,verified,banglish,banglish,True,"Flowcharts, algorithms and pseudocodes.",Ei information-ta: N/A.,True,0.000,gguf_generation,gguf_generation,document2.pdf,1,3.1114,document2.pdf,3,2.9023,document2.pdf,2,2.8963,6.248,False,document2.pdf; document2.pdf; document2.pdf,1; 3; 2,3.1114; 2.9023; 2.8963
Q013,What basic programming topics are introduced in CSE 101?,english,CSE 101,topics,topics,needs_review,english,english,True,"Basic input-output, data types, constants, variables, operators, expressions and type conversion.","Topics include Looking Inside the Computer System, Using the Keyboard and Mouse, Inputting Data in Other Ways, Video and Sound, Transforming Data into Information, Number system, Boolean algebra, Programming planning tools, Introduction to programming, Decision Making, Repetition and Loop Statements, Array.",True,0.091,structured_extractive,structured_extractive,document2.pdf,1,2.7854,document2.pdf,3,2.4693,document2.pdf,7,2.4531,0.186,False,document2.pdf; document2.pdf; document2.pdf,1; 3; 7,2.7854; 2.4693; 2.4531
Q013,CSE 101 কোর্সে কোন কোন মৌলিক Programming বিষয় পড়ানো হয়?,bangla,CSE 101,topics,topics,needs_review,bangla,bangla,True,"Basic input-output, data types, constants, variables, operators, expressions and type conversion.","উত্তর: Topics include Computer Hardware: mouse, keyboard, monitor, CPU, printer, scanner, router, modem; Computer Software: application software, system software; Boolean Algebra: logic gates, Boolean addition, and multiplication, Number Systems: binary, decimal, octal, hexadecimal number systems and their conversions, addition, subtraction; Program Planning Tools: flowcharts, algorithms, pseudocodes; Introduction to Programming: basic input-output, data types, constants and variables; operators and expressions; type conversion; Decision making: branching and selection structures; if-else and switch statements, conditional operators; Repetition and Loop Statements: for loop, while loop, do-while loop, branching and looping, loop nesting; Arrays: introduction to arrays.",True,1.000,structured_extractive,structured_extractive,document2.pdf,1,2.6519,document2.pdf,2,2.2247,document2.pdf,6,2.1959,0.167,False,document2.pdf; document2.pdf; document2.pdf,1; 2; 6,2.6519; 2.2247; 2.1959
Q013,CSE 101 course-e kon kon basic Programming topic porano hoy?,banglish,CSE 101,topics,topics,needs_review,banglish,banglish,True,"Basic input-output, data types, constants, variables, operators, expressions and type conversion.","Ei information-ta: , 1. Introduction to programming, 2. Decision Making, 3. Repetition and Loop Statements, 4. Array.",True,0.000,structured_extractive,structured_extractive,document2.pdf,1,2.7758,document2.pdf,3,2.4483,document2.pdf,7,2.4374,7.985,False,document2.pdf; document2.pdf; document2.pdf,1; 3; 7,2.7758; 2.4483; 2.4374
Q014,What decision-making statements are included in the course?,english,CSE 101,topics,topics,needs_review,english,english,True,"If-else, switch statements and conditional operators.","Topics include Computer Hardware: mouse, keyboard, monitor, CPU, printer, scanner, router, modem; Computer Software: application software, system software; Boolean Algebra: logic gates, Boolean addition, and multiplication, Number Systems: binary, decimal, octal, hexadecimal number systems and their conversions, addition, subtraction; Program Planning Tools: flowcharts, algorithms, pseudocodes; Introduction to Programming: basic input-output, data types, constants and variables; operators and expressions; type conversion; Decision making: branching and selection structures; if-else and switch statements, conditional operators; Repetition and Loop Statements: for loop, while loop, do-while loop, branching and looping, loop nesting; Arrays: introduction to arrays.",True,1.000,structured_extractive,structured_extractive,document2.pdf,2,1.0474,document2.pdf,7,1.0429,document2.pdf,6,1.0084,0.182,False,document2.pdf; document2.pdf; document2.pdf,2; 7; 6,1.0474; 1.0429; 1.0084
Q014,কোর্সে কোন কোন Decision-Making Statement অন্তর্ভুক্ত রয়েছে?,bangla,CSE 101,topics,topics,needs_review,bangla,bangla,True,"If-else, switch statements and conditional operators.","উত্তর: Topics include Computer Hardware: mouse, keyboard, monitor, CPU, printer, scanner, router, modem; Computer Software: application software, system software; Boolean Algebra: logic gates, Boolean addition, and multiplication, Number Systems: binary, decimal, octal, hexadecimal number systems and their conversions, addition, subtraction; Program Planning Tools: flowcharts, algorithms, pseudocodes; Introduction to Programming: basic input-output, data types, constants and variables; operators and expressions; type conversion; Decision making: branching and selection structures; if-else and switch statements, conditional operators; Repetition and Loop Statements: for loop, while loop, do-while loop, branching and looping, loop nesting; Arrays: introduction to arrays.",True,1.000,structured_extractive,structured_extractive,document2.pdf,7,1.0275,document2.pdf,2,1.0197,document2.pdf,3,0.9861,0.167,False,document2.pdf; document2.pdf; document2.pdf,7; 2; 3,1.0275; 1.0197; 0.9861
Q014,Course-e kon kon Decision-Making Statement include kora hoyeche?,banglish,CSE 101,topics,topics,needs_review,banglish,banglish,True,"If-else, switch statements and conditional operators.","Ei information-ta: 12. Course Learning Outcomes: at the end of the Course, the Students will be able to – CLO 1 Describe fundamentals of Computer Systems, Software, and Hardware CLO 2 Understand the fundamentals of Boolean algebra and number systems CLO 3 Design flowcharts, algorithms and pseudocodes of problem solutions CLO 4 Develop simple programs using conditionals, loops, and arrays.",True,0.000,structured_extractive,structured_extractive,document2.pdf,7,0.9497,document2.pdf,2,0.9121,document2.pdf,3,0.8881,11.425,False,document2.pdf; document2.pdf; document2.pdf,7; 2; 3,0.9497; 0.9121; 0.8881
Q015,What three types of loops are included in CSE 101?,english,CSE 101,topics,topics,verified,english,english,True,"For loop, while loop and do-while loop.","Topics include Computer Hardware: mouse, keyboard, monitor, CPU, printer, scanner, router, modem; Computer Software: application software, system software; Boolean Algebra: logic gates, Boolean addition, and multiplication, Number Systems: binary, decimal, octal, hexadecimal number systems and their conversions, addition, subtraction; Program Planning Tools: flowcharts, algorithms, pseudocodes; Introduction to Programming: basic input-output, data types, constants and variables; operators and expressions; type conversion; Decision making: branching and selection structures; if-else and switch statements, conditional operators; Repetition and Loop Statements: for loop, while loop, do-while loop, branching and looping, loop nesting; Arrays: introduction to arrays.",True,1.000,structured_extractive,structured_extractive,document2.pdf,1,2.3158,document2.pdf,2,2.3082,document2.pdf,6,2.1028,0.167,False,document2.pdf; document2.pdf; document2.pdf,1; 2; 6,2.3158; 2.3082; 2.1028
Q015,CSE 101 কোর্সে কোন তিন ধরনের Loop অন্তর্ভুক্ত রয়েছে?,bangla,CSE 101,topics,course_type,verified,bangla,bangla,True,"For loop, while loop and do-while loop.",উত্তর: The three types of loops mentioned in the CSE 101 course are: 1. For loop 2. While loop 3. Do-while loop,True,1.000,gguf_generation,gguf_generation,document2.pdf,1,2.3159,document2.pdf,7,2.1884,document2.pdf,2,2.1764,7.243,False,document2.pdf; document2.pdf; document2.pdf,1; 7; 2,2.3159; 2.1884; 2.1764
Q015,CSE 101 course-e kon tin dhoroner Loop include kora hoyeche?,banglish,CSE 101,topics,topics,verified,banglish,banglish,True,"For loop, while loop and do-while loop.","Ei information-ta: for loop, while loop, do-while loop, loop nesting.",True,1.000,structured_extractive,structured_extractive,document2.pdf,1,2.4003,document2.pdf,7,2.2457,document2.pdf,2,2.2386,6.419,False,document2.pdf; document2.pdf; document2.pdf,1; 7; 2,2.4003; 2.2457; 2.2386
Q016,What topics are included under repetition and loop statements?,english,CSE 101,topics,topics,needs_review,english,english,True,"Branching and looping, for loop, while loop, do-while loop and loop nesting.","Topics under repetition and loop statements:
- ● branching
- Looping
- ● for loop
- While loop
- Do-while loop
- ● loop nesting
- ● understand the concept of repetition
- Looping
- Nesting Problem solving on repetitions
- Looping
- Nesting Lecture
- Multimedia CLO4",True,1.000,structured_extractive,structured_extractive,document2.pdf,7,1.4422,document2.pdf,3,1.1063,document2.pdf,2,1.1004,0.175,False,document2.pdf; document2.pdf; document2.pdf,7; 3; 2,1.4422; 1.1063; 1.1004
Q016,Repetition and Loop Statements-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,bangla,CSE 101,topics,topics,needs_review,bangla,bangla,True,"Branching and looping, for loop, while loop, do-while loop and loop nesting.","Repetition and Loop Statements-er odhine bishoygulo:
- - ব্যবহার এবং লুপ স্ট্রিংস - ফর লুপ - ব্যবহার এবং লুপ - ব্যবহার এবং লুপ - লুপ নেটিভিং - ব্যবহার এবং লুপ নেটিভিং - ব্যবহার এবং লুপ নেটিভিং - ব্যবহার এবং ল",True,0.143,structured_extractive,structured_extractive,document2.pdf,7,1.1405,document2.pdf,2,0.9546,document2.pdf,3,0.9497,19.162,False,document2.pdf; document2.pdf; document2.pdf,7; 2; 3,1.1405; 0.9546; 0.9497
Q016,Repetition and Loop Statements-er under-e kon kon topic include kora hoyeche?,banglish,CSE 101,topics,topics,needs_review,banglish,banglish,True,"Branching and looping, for loop, while loop, do-while loop and loop nesting.","Repetition and Loop Statements-er under-e topics:
- ● branching
- Looping
- ● for loop
- While loop
- Do-while loop
- ● loop nesting
- ● understand the concept of repetition
- Looping
- Nesting Problem solving on repetitions
- Looping
- Nesting Lecture
- Multimedia CLO4",True,1.000,structured_extractive,structured_extractive,document2.pdf,7,1.3296,document2.pdf,3,1.0367,document2.pdf,2,1.0208,0.171,False,document2.pdf; document2.pdf; document2.pdf,7; 3; 2,1.3296; 1.0367; 1.0208
Q017,What types of arrays are mentioned in the course outline?,english,CSE 101,topics,unknown,needs_review,english,english,True,1D array and 2D array.,- Introduction to arrays,True,0.000,gguf_generation,gguf_generation,document2.pdf,2,0.8695,document3.pdf,1,0.8165,document2.pdf,7,0.7403,7.199,False,document2.pdf; document3.pdf; document2.pdf,2; 1; 7,0.8695; 0.8165; 0.7403
