question_id,question,expected_language,intent,course_code,difficulty,expected_source,expected_page,ground_truth_status,hit_at_1,hit_at_3,mrr,source_accuracy,page_accuracy,source_rank,page_rank,ambiguous_pages,failure_class,experiment,latency_seconds,retrieved_source_1,retrieved_page_1,retrieved_score_1,rerank_debug_1,retrieved_source_2,retrieved_page_2,retrieved_score_2,rerank_debug_2,retrieved_source_3,retrieved_page_3,retrieved_score_3,rerank_debug_3
Q004,CSE 101-এর CLO 2 কী?,bangla,clo,CSE 101,easy,document2.pdf,2,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.224,document2.pdf,2,6.3328,"{'semantic_score': 0.5127947330474854, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.3327947330474865}",document1.pdf,2,4.1388,"{'semantic_score': 0.5687679052352905, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.138767905235291}",document1.pdf,3,4.1058,"{'semantic_score': 0.5358251929283142, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.1058251929283145}"
Q004,CSE 101-er CLO 2 ki?,banglish,clo,CSE 101,easy,document2.pdf,2,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.188,document2.pdf,2,6.2672,"{'semantic_score': 0.4472217857837677, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.267221785783769}",document1.pdf,2,4.0622,"{'semantic_score': 0.49216228723526, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.06216228723526}",document1.pdf,3,4.0278,"{'semantic_score': 0.4578019380569458, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.027801938056946}"
Q005,What is CLO 3 of CSE 101?,english,clo,CSE 101,easy,document2.pdf,2,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.190,document2.pdf,2,6.3165,"{'semantic_score': 0.49654024839401245, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.316540248394014}",document1.pdf,2,4.0927,"{'semantic_score': 0.522658109664917, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.092658109664917}",document3.pdf,2,4.0828,"{'semantic_score': 0.5128375291824341, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.082837529182434}"
Q005,CSE 101-এর CLO 3 কী?,bangla,clo,CSE 101,easy,document2.pdf,2,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.198,document2.pdf,2,6.3211,"{'semantic_score': 0.5011123418807983, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.3211123418807995}",document1.pdf,2,4.1051,"{'semantic_score': 0.5350785255432129, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.105078525543213}",document3.pdf,2,4.0915,"{'semantic_score': 0.5214915871620178, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.091491587162018}"
Q005,CSE 101-er CLO 3 ki?,banglish,clo,CSE 101,easy,document2.pdf,2,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.187,document2.pdf,2,6.2536,"{'semantic_score': 0.43359965085983276, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.253599650859834}",document1.pdf,2,4.0255,"{'semantic_score': 0.4554535448551178, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.025453544855118}",document3.pdf,2,4.0144,"{'semantic_score': 0.4444340169429779, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.014434016942978}"
Q006,What is CLO 4 of CSE 101?,english,clo,CSE 101,easy,document2.pdf,2,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.202,document2.pdf,2,6.3144,"{'semantic_score': 0.4943961501121521, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.314396150112153}",document1.pdf,2,4.0868,"{'semantic_score': 0.5168108344078064, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.086810834407807}",document1.pdf,3,4.0679,"{'semantic_score': 0.4978652596473694, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.06786525964737}"
Q006,CSE 101-এর CLO 4 কী?,bangla,clo,CSE 101,easy,document2.pdf,2,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.212,document2.pdf,2,6.3226,"{'semantic_score': 0.5026348233222961, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.322634823322297}",document1.pdf,2,4.1029,"{'semantic_score': 0.5328574180603027, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.102857418060303}",document1.pdf,3,4.0850,"{'semantic_score': 0.5149809122085571, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.084980912208557}"
Q006,CSE 101-er CLO 4 ki?,banglish,clo,CSE 101,easy,document2.pdf,2,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.207,document2.pdf,2,6.2619,"{'semantic_score': 0.44194185733795166, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.261941857337953}",document1.pdf,2,4.0338,"{'semantic_score': 0.46380168199539185, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.033801681995392}",document1.pdf,3,4.0173,"{'semantic_score': 0.44731807708740234, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.017318077087403}"
Q007,Name four types of computer hardware mentioned in the course.,english,topics,CSE 101,medium,document2.pdf,3;4,needs_review,False,True,0.5,True,False,1,2,True,B_SOURCE_TOP3_PAGE_NOT_RANK1,Optimized retrieval,0.205,document2.pdf,1,1.8023,"{'semantic_score': 0.5622905492782593, 'course_boost': 1.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.8022905492782593}",document2.pdf,4,1.4514,"{'semantic_score': 0.6513588428497314, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.4513588428497315}",document2.pdf,2,1.7844,"{'semantic_score': 0.6243572235107422, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.7843572235107423}"
Q007,কোর্সে উল্লেখিত চারটি কম্পিউটার হার্ডওয়্যারের নাম কী?,bangla,topics,CSE 101,medium,document2.pdf,3;4,needs_review,True,True,1.0,True,True,1,1,True,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.268,document2.pdf,4,0.6352,"{'semantic_score': 0.6351802349090576, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 0.6351802349090576}",document2.pdf,2,0.6237,"{'semantic_score': 0.6236904859542847, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 0.6236904859542847}",document2.pdf,1,0.5901,"{'semantic_score': 0.5901497602462769, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 0.5901497602462769}"
Q007,Course-e mention kora char-ti computer hardware-er naam ki?,banglish,topics,CSE 101,medium,document2.pdf,3;4,needs_review,False,True,0.3333333333333333,True,False,1,3,True,B_SOURCE_TOP3_PAGE_NOT_RANK1,Optimized retrieval,0.193,document2.pdf,1,1.8010,"{'semantic_score': 0.5610370635986328, 'course_boost': 1.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.8010370635986328}",document2.pdf,2,1.5844,"{'semantic_score': 0.5444285869598389, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.584428586959839}",document2.pdf,4,1.3367,"{'semantic_score': 0.5367374420166016, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.3367374420166016}"
Q008,What are the two types of computer software mentioned in the course?,english,topics,CSE 101,medium,document2.pdf,3;4,needs_review,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.198,document2.pdf,1,1.8649,"{'semantic_score': 0.6249130964279175, 'course_boost': 1.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.8649130964279175}",document2.pdf,2,1.7816,"{'semantic_score': 0.6215556859970093, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.7815556859970094}",document2.pdf,10,1.3917,"{'semantic_score': 0.5917224287986755, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.3917224287986756}"
Q008,কোর্সে উল্লেখিত কম্পিউটার সফটওয়্যারের দুটি ধরন কী?,bangla,topics,CSE 101,medium,document2.pdf,3;4,needs_review,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.191,document2.pdf,1,5.0434,"{'semantic_score': 0.593438982963562, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.0, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.043438982963562}",document2.pdf,2,0.5898,"{'semantic_score': 0.5897648930549622, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 0.5897648930549622}",document2.pdf,10,0.5719,"{'semantic_score': 0.5719075202941895, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 0.5719075202941895}"
