question_id,language,question,reference,final_answer,answer_strategy,generation_used,generation_attempts,retry_used,support_status,target_language,language_validation_passed,language_validation_reason,runtime_language_validation_passed,grounding_validation_passed,grounding_validation_reason,generation_rejection_reason,fact_tokens_required,fact_tokens_preserved,fact_preservation_applicable,automatic_precision,automatic_recall,automatic_f1,source,page,supporting_excerpt,retrieval_seconds,answering_seconds,generation_seconds,retry_seconds,total_seconds,prompt_tokens,completion_tokens,tokens_per_second,rss_bytes,available_ram_bytes,swap_used_bytes,error,answer_bank_enabled,reranker_enabled
Q007,english,Which two bachelor degree programs did UAP initially offer?,UAP initially offered four-year bachelor degree programs in Computer Science & Engineering and Business Administration.,UAP initially offered four-year Bachelor Degree Programs in Computer Science & Technology and Business Administration.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,[],False,False,0.9285714285714286,0.9285714285714286,0.9285714285714286,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",1.2978625000000648,29.728242000000137,29.714355999999952,0.0,31.05838989999984,691,18,0.6057677978954021,4916150272,181370880,1947267072,,False,False
Q007,banglish,UAP shurute kon duita bachelor degree program offer korechilo?,UAP shurute Computer Science & Engineering ebong Business Administration-e four-year bachelor degree program offer korechilo.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,[],False,False,0.0,0.0,0.0,,,,0.3177823000000899,33.80984149999995,33.809147900000426,0.0,34.137462400000004,771,29,0.8577560157912064,5563920384,227979264,2071306240,,False,False
Q008,english,How many B.Sc.Engg. graduates had received degrees according to the prospectus?,"According to the prospectus, B.Sc.Engg. degrees had been conferred on 2200 graduates.",I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,2,True,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_POLARITY,"[""2200"", ""on2200""]",False,True,0.15384615384615385,0.16666666666666666,0.16,,,,1.0521444999999403,37.929953000000296,37.912228799999866,12.544562399999904,39.03347259999964,626,54,1.4243425329823973,5565620224,472727552,2189459456,,False,False
Q009,english,What accreditation did the CSE Department receive from IEB?,The CSE Department received IEB accreditation for the BSc in CSE program starting from August 2014.,The CSE Department received a Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""2014"", ""august2014""]",True,True,0.7368421052631579,1.0,0.8484848484848484,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,0.29972929999985354,29.505281200000354,29.504346700000042,0.0,29.81239830000004,583,36,1.2201591977632213,5185007616,223293440,1888268288,,False,False
Q009,bangla,CSE Department IEB থেকে কী স্বীকৃতি পেয়েছে?,CSE Department August 2014 থেকে BSc in CSE প্রোগ্রামের জন্য IEB accreditation পেয়েছে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,"[""2014"", ""august2014""]",False,True,0.0,0.0,0.0,,,,2.1282780000001367,88.20997820000002,88.19841760000008,36.02738069999987,90.36771689999978,733,146,1.6553584970440542,4609200128,505999360,2002288640,,False,False
Q009,banglish,CSE Department IEB theke ki accreditation peyechhe?,CSE Department August 2014 theke BSc in CSE program-er jonno IEB accreditation peyechhe.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,"[""2014"", ""august2014""]",False,True,0.0,0.0,0.0,,,,2.5104779000002964,73.04358039999988,73.03421249999974,42.3065188999999,75.5658486999996,625,137,1.8758331925602743,5343965184,199004160,2049060863,,False,False
Q010,english,Under which act did UAP start its operation?,UAP started its operation under the Private University Act 1992.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,1,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"[""1992"", ""act1992""]",False,True,0.15384615384615385,0.2,0.17391304347826086,,,,1.6663185000002159,28.244691700000203,28.23013979999996,0.0,29.929854499999692,617,23,0.8147320616527741,5443084288,441266176,2348503040,,False,False
Q010,banglish,UAP kon act-er odhine operation start korechilo?,UAP Private University Act 1992-er odhine operation start korechilo.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"[""1992"", ""act1992""]",False,True,0.09090909090909091,0.1111111111111111,0.09999999999999999,,,,0.2987950000001547,29.717114800000218,29.71430569999984,0.0,30.03288059999977,570,27,0.90865323499718,5422354432,321622016,2288959488,,False,False
Q011,english,How many undergraduate and postgraduate disciplines does UAP offer according to the introduction?,The introduction says UAP offers undergraduate programs in nine disciplines and post-graduate programs in eight disciplines.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,2,True,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,[],False,False,0.15384615384615385,0.14285714285714285,0.14814814814814817,,,,1.8510968999999022,37.92929980000008,37.91575049999983,9.732446900000014,39.817069900000206,735,34,0.8967249639434185,5041913856,311242752,1969950720,,False,False
Q011,banglish,Introduction-e UAP koyta undergraduate ar postgraduate discipline offer kore bola hoyeche?,Introduction-e bola hoyeche UAP nine discipline-e undergraduate ar eight discipline-e post-graduate program offer kore.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,BANGLISH_BODY_PURE_ENGLISH,[],False,False,0.0,0.0,0.0,,,,0.5444830999999795,38.974311299999954,38.96359029999985,12.720303699999931,39.54603399999996,771,33,0.8469445383733061,5130018816,275226624,2178940928,,False,False
Q012,banglish,Prospectus-e Vice-Chancellor hisebe kar naam deya ache?,Prof. Dr. Jamilur Reza Choudhury-ke Vice-Chancellor hisebe mention kora hoyeche.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,[],False,False,0.0,0.0,0.0,,,,0.41577649999999267,23.16583989999981,23.16355799999974,0.0,23.59814009999991,646,10,0.43171260650026705,5355126784,301187072,2097078272,,False,False
Q013,english,Where is the UAP Administration located?,"UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh.","The UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""1215"", ""74"", ""at74""]",True,True,0.7692307692307693,0.9090909090909091,0.8333333333333333,curricula_BSc-Curriculum-New.pdf,11,"1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu",1.6768161999998483,31.7432746999998,31.739450800000213,0.0,33.46381180000026,630,29,0.913689407631458,4677201920,156422144,1890574336,,False,False
Q013,bangla,UAP Administration কোথায় অবস্থিত?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-এ অবস্থিত।",প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,BANGLA_BODY_TOO_ENGLISH,"[""1215"", ""74""]",False,True,0.0,0.0,0.0,,,,2.7011004000000867,36.755942700000105,36.74573660000033,10.971006799999941,39.472203400000126,754,50,1.3607020739380022,5130358784,153247744,2030239744,,False,False
Q013,banglish,UAP Administration kothay located?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-e located.",Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,BANGLISH_BODY_PURE_ENGLISH,"[""1215"", ""74""]",False,True,0.0,0.0,0.0,,,,1.9430401000004167,38.35880899999984,38.34747849999985,11.417027099999814,40.32186230000025,775,52,1.356021361352356,5278330880,502038528,2177781760,,False,False
Q019,english,What is Category 1 in the registration process?,Category 1 is for students who passed all prescribed semester courses and have no backlog.,Category 1 students have passed all the courses prescribed for the semester and have no backlog of courses. These students are eligible for registration in all courses prescribed for the next or following semesters.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""1""]",True,True,0.4583333333333333,0.7857142857142857,0.5789473684210527,curricula_BSc-Curriculum-New.pdf,18,"Category 1: Students, who have passed all the courses prescribed for the semester and have no backlog of courses. A student of Category -1 is eligible for registration in all courses prescribed for the next or following semesters.",0.20708209999975224,32.35695579999992,32.3528781,0.0,32.577780200000234,694,38,1.174547744486448,5529620480,368504832,2269597696,,False,False
Q026,english,What is the fee for re-examination of a final answer script?,The re-examination fee is Taka 200 per script.,The fee for re-examination of a final answer script is Taka 200/- (Tk. Two Hundred) per script.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""200"", ""taka200""]",True,True,0.5,1.0,0.6666666666666666,curricula_BSc-Curriculum-New.pdf,20,Examination Rules Re -examination or Re -scrutiny of Answer Scripts Re-examination of final examination answer scripts may be permissible. A candidate can apply for re -examination of any answer script of final examination to the Controller of Examinati ons through their advisor and the head of the department on payment of Taka 200/ - (Tk. Two Hundred) only per script within 7 (seven) working days from the publicatio…,0.3021198999999797,25.17483110000012,25.174207300000035,0.0,25.482222600000114,578,28,1.1122495205638496,5514096640,467132416,2338275328,,False,False
Q026,bangla,ফাইনাল answer script re-examination-এর ফি কত?,প্রতি script re-examination-এর ফি Taka 200।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,"[""200"", ""taka200""]",False,True,0.0,0.0,0.0,,,,0.5741748000000371,53.409465400000045,53.39981239999997,18.552326699999867,53.9943473000003,866,88,1.6479458643191796,5477441536,160161792,2120769536,,False,False
Q028,bangla,কখন একজন শিক্ষার্থী repeat examination দিতে পারে?,তিনটি বা তার কম theory course-এ ফেল করলে এবং তা 10 credit hour-এর বেশি না হলে repeat examination দেওয়া যায়।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,MIXED_SCRIPT_TOKEN,"[""10""]",False,True,0.0,0.0,0.0,,,,0.19155510000018694,86.44097169999986,86.42519230000016,35.51213680000001,86.66858139999977,844,188,2.1752916597213017,4989927424,362758144,1928699904,,False,False
Q029,bangla,Repeat examination-এর প্রতি কোর্সের ফি কত?,Repeat examination-এর ফি প্রতি course Taka 3000।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,"[""3000"", ""taka3000""]",False,True,0.0,0.0,0.0,,,,2.5213582999999744,75.92177379999976,75.90716440000006,28.271878000000015,78.47355500000003,889,122,1.6072264188016476,4689276928,426872832,1877278720,,False,False
Q008,banglish,Prospectus onujayi kotojon B.Sc.Engg. graduate degree peyechilo?,Prospectus onujayi 2200 graduate-ke B.Sc.Engg. degree deya hoyeche.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,"[""2200"", ""onujayi2200""]",False,True,0.0,0.0,0.0,,,,3.7392532000003484,32.14358450000054,32.13247219999994,0.0,35.97745180000038,385,14,0.43569632342201253,5274050560,422735872,2251976704,,False,False
