question_id,language,question,reference,final_answer,final_status,answer_strategy,generation_used,generation_attempts,retry_used,support_status,pre_generation_support_status,evidence_available,target_language,canonical_answer,canonical_successful,canonical_validation_reason,target_language_realization,realization_successful,realization_validation_reason,language_validation_passed,language_validation_reason,runtime_language_validation_passed,grounding_validation_passed,grounding_validation_reason,generation_rejection_reason,fact_tokens_required,fact_tokens_preserved,fact_preservation_applicable,automatic_precision,automatic_recall,automatic_f1,source,page,supporting_excerpt,retrieval_seconds,answering_seconds,canonical_generation_seconds,language_realization_seconds,generation_seconds,retry_seconds,total_seconds,prompt_tokens,completion_tokens,rss_bytes,available_ram_bytes,swap_used_bytes,error,answer_bank_enabled,reranker_enabled
Q007,english,Which two bachelor degree programs did UAP initially offer?,UAP initially offered four-year bachelor degree programs in Computer Science & Engineering and Business Administration.,UAP initially offered four-year Bachelor Degree Programs in Computer Science & Technology and Business Administration.,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,english,UAP initially offered four-year Bachelor Degree Programs in Computer Science & Technology and Business Administration.,True,FACTUAL_TOKENS_SUPPORTED,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,[],False,False,0.9285714285714286,0.9285714285714286,0.9285714285714286,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",1.534382000000278,24.147138399999676,24.145344300000033,0.0,24.145344300000033,0.0,25.694535500000256,691,18,5776916480,216576000,1895235584,,False,False
Q007,banglish,UAP shurute kon duita bachelor degree program offer korechilo?,UAP shurute Computer Science & Engineering ebong Business Administration-e four-year bachelor degree program offer korechilo.,"Relevant information university document-e paoa geche, kintu ei muhurte ami eta reliable Banglish-e present korte parini.",GENERATION_REJECTED,generation_rejected,True,1,False,supported,supported,True,banglish,"Now UAP offers undergraduate programs in nine disciplines. Initially, UAP offered four-year bachelor degree programs in Computer Science & Engineering and Business Administration only.",False,WRONG_RELATION_VALUE,,False,,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,[],False,False,0.0,0.0,0.0,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.30101890000014464,28.47712279999996,28.472707099999752,0.0,28.472707099999752,0.0,28.79781520000006,712,30,5390372864,314056704,1786331136,,False,False
Q008,english,How many B.Sc.Engg. graduates had received degrees according to the prospectus?,"According to the prospectus, B.Sc.Engg. degrees had been conferred on 2200 graduates.","Relevant information was found in the university documents, but a reliable answer could not be produced at this time.",GENERATION_REJECTED,generation_rejected,True,2,True,supported,supported,True,english,Reliable information was not found regarding the number of B.Sc.Engg. graduates who had received degrees according to the prospectus.,False,WRONG_POLARITY,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_POLARITY,"['2200', 'on2200']",False,True,0.05555555555555555,0.08333333333333333,0.06666666666666667,curricula_BSc-Curriculum-New.pdf,4,"University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…",1.5063206999998329,32.577232600000116,32.57549300000028,0.0,32.57549300000028,11.228187300000172,34.10338790000014,1093,54,5448396800,562130944,2046726144,,False,False
Q008,banglish,Prospectus onujayi kotojon B.Sc.Engg. graduate degree peyechilo?,Prospectus onujayi 2200 graduate-ke B.Sc.Engg. degree deya hoyeche.,"Relevant information university document-e paoa geche, kintu ei muhurte ami eta reliable Banglish-e present korte parini.",GENERATION_REJECTED,generation_rejected,True,1,False,supported,supported,True,banglish,Reliable information was not found.,False,SEMANTIC_CONTRACT_UNCERTAIN,,False,,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,"['2200', 'onujayi2200']",False,True,0.0,0.0,0.0,curricula_BSc-Curriculum-New.pdf,8,"Prof. M. R. Kabir Ph.D,Catholic University of Leuven, Belgium, M.Sc.Engg.Post Graduate Diploma,",0.7621364000001449,9.481498000000101,9.480947099999867,0.0,9.480947099999867,0.0,10.256465299999945,326,7,5468667904,367300608,1722343424,,False,False
Q009,english,What accreditation did the CSE Department receive from IEB?,The CSE Department received IEB accreditation for the BSc in CSE program starting from August 2014.,The CSE Department received a Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,english,The CSE Department received a Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,True,FACTUAL_TOKENS_SUPPORTED,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"['2014', 'august2014']",True,True,0.7368421052631579,1.0,0.8484848484848484,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,1.0670623000000887,26.70392630000015,26.699495599999864,0.0,26.699495599999864,0.0,27.785474799999974,583,36,5495545856,395870208,1823559680,,False,False
Q009,bangla,CSE Department IEB থেকে কী স্বীকৃতি পেয়েছে?,CSE Department August 2014 থেকে BSc in CSE প্রোগ্রামের জন্য IEB accreditation পেয়েছে।,CSE Department BSc in CSE program starting from August 2014-এর জন্য Engineers Institution Bangladesh (IEB) থেকে Certificate of Accreditation পেয়েছে।,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,bangla,The CSE Department has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,True,FACTUAL_TOKENS_SUPPORTED,CSE Department BSc in CSE program starting from August 2014-এর জন্য Engineers Institution Bangladesh (IEB) থেকে Certificate of Accreditation পেয়েছে।,True,CANONICAL_MEANING_PRESERVED,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,,"['2014', 'august2014']",True,True,0.5,0.8333333333333334,0.625,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,0.9276820999998563,28.21334999999999,28.192592200000036,0.0034620999999788182,28.196054300000014,0.0,29.168957599999885,574,37,4950847488,486264832,1866260480,,False,False
Q009,banglish,CSE Department IEB theke ki accreditation peyechhe?,CSE Department August 2014 theke BSc in CSE program-er jonno IEB accreditation peyechhe.,Department of CSE BSc in CSE program starting from August 2014-er jonno Engineers Institution Bangladesh (IEB) theke Certificate of Accreditation peyechhe.,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,banglish,The Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,True,FACTUAL_TOKENS_SUPPORTED,Department of CSE BSc in CSE program starting from August 2014-er jonno Engineers Institution Bangladesh (IEB) theke Certificate of Accreditation peyechhe.,True,CANONICAL_MEANING_PRESERVED,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,,"['2014', 'august2014']",True,True,0.5263157894736842,0.8333333333333334,0.6451612903225806,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,2.14709589999984,24.308588099999724,24.305859099999907,0.00026230000003124587,24.306121399999938,0.0,26.474703699999736,466,38,5516865536,429441024,1858404352,,False,False
Q010,english,Under which act did UAP start its operation?,UAP started its operation under the Private University Act 1992.,"Relevant information was found in the university documents, but a reliable answer could not be produced at this time.",GENERATION_REJECTED,generation_rejected,True,1,False,supported,supported,True,english,The University of Asia Pacific (UAP) started its operation under the Private University Act 1992.,False,WRONG_RELATION_VALUE,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"['1992', 'act1992']",False,True,0.1111111111111111,0.2,0.14285714285714285,curricula_BSc-Curriculum-New.pdf,4,"University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…",0.9562270000001263,22.87212350000027,22.85564209999984,0.0,22.85564209999984,0.0,23.848016299999927,617,23,5632008192,56446976,1849032704,,False,False
Q010,banglish,UAP kon act-er odhine operation start korechilo?,UAP Private University Act 1992-er odhine operation start korechilo.,"Relevant information university document-e paoa geche, kintu ei muhurte ami eta reliable Banglish-e present korte parini.",GENERATION_REJECTED,generation_rejected,True,1,False,supported,supported,True,banglish,The University of Asia Pacific (UAP) started its operation in 1996 under the Private University Act 1992.,False,WRONG_RELATION_VALUE,,False,,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"['1992', 'act1992']",False,True,0.0625,0.1111111111111111,0.08,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",1.2757348999998612,21.613324000000375,21.612282499999765,0.0,21.612282499999765,0.0,22.90238670000008,511,29,5431754752,94322688,1635352576,,False,False
Q011,english,How many undergraduate and postgraduate disciplines does UAP offer according to the introduction?,The introduction says UAP offers undergraduate programs in nine disciplines and post-graduate programs in eight disciplines.,"Relevant information was found in the university documents, but a reliable answer could not be produced at this time.",GENERATION_REJECTED,generation_rejected,True,2,True,supported,supported,True,english,Now UAP offers undergraduate programs in nine disciplines and postgraduate programs in multiple disciplines.,False,MISSING_REQUIRED_ENTITY,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,[],False,False,0.1111111111111111,0.14285714285714285,0.125,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",1.268506200000047,31.130399399999988,31.128004299999702,0.0,31.128004299999702,8.02580369999987,32.42171180000014,1385,34,5458001920,219492352,1685065728,,False,False
Q011,banglish,Introduction-e UAP koyta undergraduate ar postgraduate discipline offer kore bola hoyeche?,Introduction-e bola hoyeche UAP nine discipline-e undergraduate ar eight discipline-e post-graduate program offer kore.,UAP holo now ninnor nine discipline-er undergraduate program-er and postgraduate program-er offer koreche.,ANSWER_RETURNED,gguf_generation,True,2,False,supported,supported,True,banglish,Now UAP offers undergraduate programs in nine disciplines and postgraduate programs.,True,FACTUAL_TOKENS_SUPPORTED,UAP holo now ninnor nine discipline-er undergraduate program-er and postgraduate program-er offer koreche.,True,CANONICAL_MEANING_PRESERVED,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,,[],False,False,0.3333333333333333,0.3076923076923077,0.32,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",3.417557599999782,40.50571850000006,22.832018399999924,17.666780500000186,40.49879890000011,0.0,43.969271500000104,938,41,5415948288,403640320,1765044224,,False,False
Q012,banglish,Prospectus-e Vice-Chancellor hisebe kar naam deya ache?,Prof. Dr. Jamilur Reza Choudhury-ke Vice-Chancellor hisebe mention kora hoyeche.,University-er Vice-Chancellor hisebe Prof. Dr. Jamilur Reza Choudhury-er naam deya ache.,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,banglish,The Vice-Chancellor of the university is named Prof. Dr. Jamilur Reza Choudhury.,True,FACTUAL_TOKENS_SUPPORTED,University-er Vice-Chancellor hisebe Prof. Dr. Jamilur Reza Choudhury-er naam deya ache.,True,CANONICAL_MEANING_PRESERVED,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,,[],False,False,0.5454545454545454,0.6,0.5714285714285713,curricula_BSc-Curriculum-New.pdf,8,"1.2 University Administration Vice-Chancellor Prof. Dr. Jamilur Reza Choudhury B.Sc.(Engg.), Civil (BUET), M.Sc.(Engg.) ( Advanced Structural Engineering), Ph.D. (University of Southampton), Doctor of Engineering (Honoris Causa) Man chester University, UK. Fellow, Bangladesh Computer Society, Fellow, Bangladesh Academy of Sciences. Fellow, Institution of Engineers (Ba ngladesh) Email: vc@uap -bd.edu Pro Vice- Chancel…",1.717519600000287,25.28264510000008,25.280852000000323,0.00022099999978308915,25.281073000000106,0.0,27.013907799999743,587,23,5372772352,470253568,1869832192,,False,False
Q013,english,Where is the UAP Administration located?,"UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh.","The UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh.",ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,english,"The UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh.",True,FACTUAL_TOKENS_SUPPORTED,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"['1215', '74', 'at74']",True,True,0.7692307692307693,0.9090909090909091,0.8333333333333333,curricula_BSc-Curriculum-New.pdf,11,"1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu",5.437005799999952,24.72732470000028,24.72592970000005,0.0,24.72592970000005,0.0,30.17781439999999,630,29,5468110848,237850624,1741533184,,False,False
Q013,bangla,UAP Administration কোথায় অবস্থিত?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-এ অবস্থিত।","UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh-এ অবস্থিত।",ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,bangla,"UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh.",True,FACTUAL_TOKENS_SUPPORTED,"UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh-এ অবস্থিত।",True,CANONICAL_MEANING_PRESERVED,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,,"['1215', '74']",True,True,0.8,0.8888888888888888,0.8421052631578948,curricula_BSc-Curriculum-New.pdf,11,"1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu",1.7499855000000935,26.03730809999979,26.03401329999997,0.00015089999988049385,26.03416419999985,0.0,27.799663599999803,643,28,5695184896,305266688,1837453312,,False,False
Q013,banglish,UAP Administration kothay located?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-e located.","UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh-e located.",ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,banglish,"UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh.",True,FACTUAL_TOKENS_SUPPORTED,"UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh-e located.",True,CANONICAL_MEANING_PRESERVED,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,,"['1215', '74']",True,True,0.8,0.8888888888888888,0.8421052631578948,curricula_BSc-Curriculum-New.pdf,11,"1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu",0.38035709999985556,25.10814150000033,25.103133999999955,0.00036399999999048305,25.103497999999945,0.0,25.502268600000207,630,28,5432438784,298745856,1754066944,,False,False
Q019,english,What is Category 1 in the registration process?,Category 1 is for students who passed all prescribed semester courses and have no backlog.,Category 1 students have passed all the courses prescribed for the semester and have no backlog of courses. These students are eligible for registration in all courses prescribed for the next or following semesters.,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,english,Category 1 students have passed all the courses prescribed for the semester and have no backlog of courses. These students are eligible for registration in all courses prescribed for the next or following semesters.,True,FACTUAL_TOKENS_SUPPORTED,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,['1'],True,True,0.4583333333333333,0.7857142857142857,0.5789473684210527,curricula_BSc-Curriculum-New.pdf,18,"Category 1: Students, who have passed all the courses prescribed for the semester and have no backlog of courses. A student of Category -1 is eligible for registration in all courses prescribed for the next or following semesters.",1.4806375000002845,31.21040989999983,31.208712699999978,0.0,31.208712699999978,0.0,32.70298460000049,694,38,5236707328,112508928,1554006016,,False,False
