question_id,language,question,reference,final_answer,final_status,answer_strategy,generation_used,generation_attempts,retry_used,support_status,pre_generation_support_status,evidence_available,target_language,canonical_answer,canonical_successful,canonical_validation_reason,target_language_realization,realization_successful,realization_validation_reason,language_validation_passed,language_validation_reason,runtime_language_validation_passed,grounding_validation_passed,grounding_validation_reason,generation_rejection_reason,fact_tokens_required,fact_tokens_preserved,fact_preservation_applicable,automatic_precision,automatic_recall,automatic_f1,source,page,supporting_excerpt,retrieval_seconds,answering_seconds,canonical_generation_seconds,language_realization_seconds,generation_seconds,retry_seconds,total_seconds,prompt_tokens,completion_tokens,rss_bytes,available_ram_bytes,swap_used_bytes,error,answer_bank_enabled,reranker_enabled
Q007,bangla,UAP শুরুতে কোন দুইটি ব্যাচেলর ডিগ্রি প্রোগ্রাম অফার করেছিল?,UAP শুরুতে Computer Science & Engineering এবং Business Administration-এ চার বছরের ব্যাচেলর ডিগ্রি প্রোগ্রাম অফার করেছিল।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,INSUFFICIENT_EVIDENCE,unsupported,False,0,False,insufficient,insufficient,False,bangla,,False,,,False,,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,[],False,False,0.0,0.0,0.0,,,,0.6019493000003422,0.0024549999998271232,0.0,0.0,0.0,0.0,0.6075526000004174,0,0,5769912320,163086336,1916108800,,False,False
Q007,banglish,UAP shurute kon duita bachelor degree program offer korechilo?,UAP shurute Computer Science & Engineering ebong Business Administration-e four-year bachelor degree program offer korechilo.,"Relevant information university document-e paoa geche, kintu ei muhurte ami eta reliable Banglish-e present korte parini.",GENERATION_REJECTED,generation_rejected,True,1,False,supported,supported,True,banglish,"Now UAP offers undergraduate programs in nine disciplines. Initially, UAP offered four-year bachelor degree programs in Computer Science & Engineering and Business Administration only.",False,WRONG_RELATION_VALUE,,False,,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,[],False,False,0.0,0.0,0.0,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.20990820000042731,27.500642400000288,27.49959510000008,0.0,27.49959510000008,0.0,27.718878900000163,712,30,5763944448,180260864,1834340352,,False,False
Q008,english,How many B.Sc.Engg. graduates had received degrees according to the prospectus?,"According to the prospectus, B.Sc.Engg. degrees had been conferred on 2200 graduates.","Relevant information was found in the university documents, but a reliable answer could not be produced at this time.",GENERATION_REJECTED,generation_rejected,True,2,True,supported,supported,True,english,Reliable information was not found regarding the number of B.Sc.Engg. graduates who had received degrees according to the prospectus.,False,WRONG_POLARITY,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_POLARITY,"['2200', 'on2200']",False,True,0.05555555555555555,0.08333333333333333,0.06666666666666667,curricula_BSc-Curriculum-New.pdf,4,"University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…",0.22738759999992908,32.45983130000059,32.45621750000009,0.0,32.45621750000009,11.327962899999875,32.69983899999988,1093,54,5465726976,370716672,1738821632,,False,False
Q008,bangla,প্রসপেক্টাস অনুযায়ী কতজন B.Sc.Engg. গ্র্যাজুয়েট ডিগ্রি পেয়েছে?,প্রসপেক্টাস অনুযায়ী 2200 জন গ্র্যাজুয়েটকে B.Sc.Engg. ডিগ্রি দেওয়া হয়েছে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,INSUFFICIENT_EVIDENCE,unsupported,False,0,False,insufficient,insufficient,False,bangla,,False,,,False,,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,['2200'],False,True,0.0,0.0,0.0,,,,1.1498689000000013,0.004023600000437,0.0,0.0,0.0,0.0,1.156167600000117,0,0,5712019456,108118016,1744015360,,False,False
Q008,banglish,Prospectus onujayi kotojon B.Sc.Engg. graduate degree peyechilo?,Prospectus onujayi 2200 graduate-ke B.Sc.Engg. degree deya hoyeche.,"Relevant information university document-e paoa geche, kintu ei muhurte ami eta reliable Banglish-e present korte parini.",GENERATION_REJECTED,generation_rejected,True,1,False,supported,supported,True,banglish,Reliable information was not found.,False,SEMANTIC_CONTRACT_UNCERTAIN,,False,,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,"['2200', 'onujayi2200']",False,True,0.0,0.0,0.0,curricula_BSc-Curriculum-New.pdf,8,"Prof. M. R. Kabir Ph.D,Catholic University of Leuven, Belgium, M.Sc.Engg.Post Graduate Diploma,",2.6607111000002988,9.570975699999508,9.570602900000267,0.0,9.570602900000267,0.0,12.237429099999645,326,7,5839106048,291676160,1822576640,,False,False
Q009,english,What accreditation did the CSE Department receive from IEB?,The CSE Department received IEB accreditation for the BSc in CSE program starting from August 2014.,The CSE Department received a Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,english,The CSE Department received a Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,True,FACTUAL_TOKENS_SUPPORTED,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"['2014', 'august2014']",True,True,0.7368421052631579,1.0,0.8484848484848484,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,0.24526090000017575,25.909739499999887,25.907889300000534,0.0,25.907889300000534,0.0,26.165958200000205,583,36,5715378176,406306816,1981329408,,False,False
Q009,bangla,CSE Department IEB থেকে কী স্বীকৃতি পেয়েছে?,CSE Department August 2014 থেকে BSc in CSE প্রোগ্রামের জন্য IEB accreditation পেয়েছে।,CSE Department BSc in CSE program starting from August 2014-এর জন্য Engineers Institution Bangladesh (IEB) থেকে Certificate of Accreditation পেয়েছে।,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,bangla,The CSE Department has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,True,FACTUAL_TOKENS_SUPPORTED,CSE Department BSc in CSE program starting from August 2014-এর জন্য Engineers Institution Bangladesh (IEB) থেকে Certificate of Accreditation পেয়েছে।,True,CANONICAL_MEANING_PRESERVED,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,,"['2014', 'august2014']",True,True,0.5,0.8333333333333334,0.625,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,0.29575690000001487,27.044186300000547,27.03617200000008,0.001344000000244705,27.037516000000323,0.0,27.350132599999597,574,37,5534511104,267526144,1747632128,,False,False
Q009,banglish,CSE Department IEB theke ki accreditation peyechhe?,CSE Department August 2014 theke BSc in CSE program-er jonno IEB accreditation peyechhe.,Department of CSE BSc in CSE program starting from August 2014-er jonno Engineers Institution Bangladesh (IEB) theke Certificate of Accreditation peyechhe.,ANSWER_RETURNED,gguf_generation,True,1,False,supported,supported,True,banglish,The Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,True,FACTUAL_TOKENS_SUPPORTED,Department of CSE BSc in CSE program starting from August 2014-er jonno Engineers Institution Bangladesh (IEB) theke Certificate of Accreditation peyechhe.,True,CANONICAL_MEANING_PRESERVED,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,,"['2014', 'august2014']",True,True,0.5263157894736842,0.8333333333333334,0.6451612903225806,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,1.0969132999998692,22.721208099999785,22.719314699999813,0.0002069000001938548,22.719521600000007,0.0,23.82816559999992,466,38,5724758016,152846336,1748934656,,False,False
Q010,english,Under which act did UAP start its operation?,UAP started its operation under the Private University Act 1992.,"Relevant information was found in the university documents, but a reliable answer could not be produced at this time.",GENERATION_REJECTED,generation_rejected,True,1,False,supported,supported,True,english,The University of Asia Pacific (UAP) started its operation under the Private University Act 1992.,False,WRONG_RELATION_VALUE,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"['1992', 'act1992']",False,True,0.1111111111111111,0.2,0.14285714285714285,curricula_BSc-Curriculum-New.pdf,4,"University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…",0.3589344000001802,22.815802899999653,22.803747899999507,0.0,22.803747899999507,0.0,23.18595069999992,617,23,5514199040,335724544,1710120960,,False,False
Q010,bangla,UAP কোন আইনের অধীনে কার্যক্রম শুরু করেছিল?,UAP Private University Act 1992-এর অধীনে কার্যক্রম শুরু করেছিল।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,INSUFFICIENT_EVIDENCE,unsupported,False,0,False,insufficient,insufficient,False,bangla,,False,,,False,,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,"['1992', 'act1992']",False,True,0.0,0.0,0.0,,,,0.9545705999998972,0.002778000000034808,0.0,0.0,0.0,0.0,0.9607783000001291,0,0,5715152896,97181696,1714782208,,False,False
Q010,banglish,UAP kon act-er odhine operation start korechilo?,UAP Private University Act 1992-er odhine operation start korechilo.,"Relevant information university document-e paoa geche, kintu ei muhurte ami eta reliable Banglish-e present korte parini.",GENERATION_REJECTED,generation_rejected,True,1,False,supported,supported,True,banglish,The University of Asia Pacific (UAP) started its operation in 1996 under the Private University Act 1992.,False,WRONG_RELATION_VALUE,,False,,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"['1992', 'act1992']",False,True,0.0625,0.1111111111111111,0.08,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.18886860000020533,22.190081400000054,22.18785519999983,0.0,22.18785519999983,0.0,22.394113800000014,511,29,5699084288,262955008,1926660095,,False,False
Q011,english,How many undergraduate and postgraduate disciplines does UAP offer according to the introduction?,The introduction says UAP offers undergraduate programs in nine disciplines and post-graduate programs in eight disciplines.,"Relevant information was found in the university documents, but a reliable answer could not be produced at this time.",GENERATION_REJECTED,generation_rejected,True,2,True,supported,supported,True,english,Now UAP offers undergraduate programs in nine disciplines and postgraduate programs in multiple disciplines.,False,MISSING_REQUIRED_ENTITY,,True,NOT_REQUIRED,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,[],False,False,0.1111111111111111,0.14285714285714285,0.125,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.3324002000008477,29.86102159999973,29.858035099999142,0.0,29.858035099999142,7.845413199999712,30.207178399999975,1385,34,5737545728,176541696,1802588160,,False,False
Q011,bangla,ভূমিকায় UAP কয়টি আন্ডারগ্র্যাজুয়েট ও পোস্টগ্র্যাজুয়েট ডিসিপ্লিন অফার করে বলা হয়েছে?,ভূমিকায় বলা হয়েছে UAP নয়টি ডিসিপ্লিনে আন্ডারগ্র্যাজুয়েট এবং আটটি ডিসিপ্লিনে পোস্টগ্র্যাজুয়েট প্রোগ্রাম অফার করে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,INSUFFICIENT_EVIDENCE,unsupported,False,0,False,insufficient,insufficient,False,bangla,,False,,,False,,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,[],False,False,0.0,0.0,0.0,,,,0.3265088999996806,0.0020389999999679276,0.0,0.0,0.0,0.0,0.33099510000010923,0,0,5712445440,131928064,1802588160,,False,False
Q011,banglish,Introduction-e UAP koyta undergraduate ar postgraduate discipline offer kore bola hoyeche?,Introduction-e bola hoyeche UAP nine discipline-e undergraduate ar eight discipline-e post-graduate program offer kore.,UAP holo now ninnor nine discipline-er undergraduate program-er and postgraduate program-er offer koreche.,ANSWER_RETURNED,gguf_generation,True,2,False,supported,supported,True,banglish,Now UAP offers undergraduate programs in nine disciplines and postgraduate programs.,True,FACTUAL_TOKENS_SUPPORTED,UAP holo now ninnor nine discipline-er undergraduate program-er and postgraduate program-er offer koreche.,True,CANONICAL_MEANING_PRESERVED,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,,[],False,False,0.3333333333333333,0.3076923076923077,0.32,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.20455939999919792,39.08392089999961,20.54568990000007,18.533781799999815,39.079471699999885,0.0,39.30257940000047,938,41,5120483328,136495104,1739767808,,False,False
