question_id,language,question,reference,final_answer,answer_strategy,generation_used,generation_attempts,retry_used,support_status,target_language,language_validation_passed,language_validation_reason,runtime_language_validation_passed,grounding_validation_passed,grounding_validation_reason,generation_rejection_reason,fact_tokens_required,fact_tokens_preserved,fact_preservation_applicable,automatic_precision,automatic_recall,automatic_f1,source,page,supporting_excerpt,retrieval_seconds,answering_seconds,generation_seconds,retry_seconds,total_seconds,prompt_tokens,completion_tokens,tokens_per_second,rss_bytes,available_ram_bytes,swap_used_bytes,error,answer_bank_enabled,reranker_enabled
Q004,bangla,CSE Head-এর সঙ্গে যোগাযোগের জন্য কোন ইমেইল দেওয়া আছে?,CSE Head-এর যোগাযোগের ইমেইল হলো headcse@uap-bd.edu।,প্রাসঙ্গিক email address হলো headcse@uap-bd.edu।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""headcse@uap-bd.edu""]",True,True,0.4,0.2857142857142857,0.3333333333333333,curricula_BSc-Curriculum-New.pdf,2,Head Department of Computer Science & Engineering University of Asia Pacific Phone: +(880-2) 9127226 E-mail: headcse@uap-bd.edu,0.24341020000019853,0.00018809999983204762,0.0,0.0,0.24776269999983924,0,0,0.0,5315395584,153477120,2004619264,,False,False
Q004,banglish,CSE Head-er sathe correspondence-er jonno kon email deya ache?,CSE Head-er correspondence email holo headcse@uap-bd.edu.,Relevant email address holo headcse@uap-bd.edu.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""headcse@uap-bd.edu""]",True,True,0.6,0.5,0.5454545454545454,curricula_BSc-Curriculum-New.pdf,2,Head Department of Computer Science & Engineering University of Asia Pacific Phone: +(880-2) 9127226 E-mail: headcse@uap-bd.edu,0.23508189999984097,0.00019419999989622738,0.0,0.0,0.23847710000018196,0,0,0.0,5316665344,192679936,2015277056,,False,False
Q005,english,What does the disclaimer say about the prospectus information?,"The information in the prospectus is subject to change at the discretion of the Department of CSE, UAP.","The information contained in this prospectus is subject to change at the discretion of the Department of Computer Science & Engineering, UAP.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,[],False,False,0.7222222222222222,0.9285714285714286,0.8125000000000001,curricula_BSc-Curriculum-New.pdf,3,"Disclaimer The information contained in this prospectus is subject to change at the discretion of the Department of Computer Science & Engineering, UAP.",0.38687609999988126,31.598503400000027,31.58647269999983,0.0,32.216173100000105,641,26,0.8231371779603659,5011890176,248565760,2147106816,,False,False
Q005,bangla,প্রসপেক্টাসের তথ্য সম্পর্কে ডিসক্লেইমারে কী বলা হয়েছে?,"প্রসপেক্টাসের তথ্য Department of CSE, UAP-এর বিবেচনায় পরিবর্তনযোগ্য।",প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,[],False,False,0.09090909090909091,0.1111111111111111,0.09999999999999999,,,,2.7887009999999464,0.003284700000222074,0.0,0.0,2.803345199999967,0,0,0.0,3337158656,267132928,2092625920,,False,False
Q005,banglish,Prospectus-er information niye disclaimer-e ki bola hoyeche?,"Prospectus-er information Department of CSE, UAP-er discretion-e change hote pare.",Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,[],False,False,0.09090909090909091,0.1,0.09523809523809525,,,,0.37450459999990926,25.69984629999999,25.698083199999928,0.0,26.094519899999796,383,37,1.43979610121272,5427982336,277340160,2296700928,,False,False
Q006,english,When was UAP established?,UAP was established in 1996.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""1996"", ""in1996""]",False,True,0.07692307692307693,0.2,0.1111111111111111,,,,1.2627294999997503,0.0015991000000212807,0.0,0.0,1.272636700000021,0,0,0.0,5701464064,8904704,2269507584,,False,False
Q006,bangla,UAP কখন প্রতিষ্ঠিত হয়?,UAP 1996 সালে প্রতিষ্ঠিত হয়।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,"[""1996"", ""uap1996""]",False,True,0.0,0.0,0.0,,,,0.3910977999998977,0.002369400000134192,0.0,0.0,0.39628599999969083,0,0,0.0,5708472320,12808192,2250698752,,False,False
Q006,banglish,UAP kobe established hoy?,UAP 1996 shale established hoy.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,UNSUPPORTED_FACTUAL_TOKENS,"[""1996"", ""uap1996""]",False,True,0.0,0.0,0.0,,,,0.31657499999982974,28.81788850000021,28.812510499999917,0.0,29.155359000000317,833,16,0.5553143312520458,5443792896,428621824,2416648192,,False,False
Q007,english,Which two bachelor degree programs did UAP initially offer?,UAP initially offered four-year bachelor degree programs in Computer Science & Engineering and Business Administration.,UAP initially offered four-year Bachelor Degree Programs in Computer Science & Technology and Business Administration.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,[],False,False,0.9285714285714286,0.9285714285714286,0.9285714285714286,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",1.2978625000000648,29.728242000000137,29.714355999999952,0.0,31.05838989999984,691,18,0.6057677978954021,4916150272,181370880,1947267072,,False,False
Q007,bangla,UAP শুরুতে কোন দুইটি ব্যাচেলর ডিগ্রি প্রোগ্রাম অফার করেছিল?,UAP শুরুতে Computer Science & Engineering এবং Business Administration-এ চার বছরের ব্যাচেলর ডিগ্রি প্রোগ্রাম অফার করেছিল।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,[],False,False,0.0,0.0,0.0,,,,2.068390299999919,0.0034206000000267522,0.0,0.0,2.0772052000002077,0,0,0.0,5372846080,297021440,1927393280,,False,False
Q007,banglish,UAP shurute kon duita bachelor degree program offer korechilo?,UAP shurute Computer Science & Engineering ebong Business Administration-e four-year bachelor degree program offer korechilo.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,[],False,False,0.0,0.0,0.0,,,,0.3177823000000899,33.80984149999995,33.809147900000426,0.0,34.137462400000004,771,29,0.8577560157912064,5563920384,227979264,2071306240,,False,False
Q008,english,How many B.Sc.Engg. graduates had received degrees according to the prospectus?,"According to the prospectus, B.Sc.Engg. degrees had been conferred on 2200 graduates.",I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,2,True,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_POLARITY,"[""2200"", ""on2200""]",False,True,0.15384615384615385,0.16666666666666666,0.16,,,,1.0521444999999403,37.929953000000296,37.912228799999866,12.544562399999904,39.03347259999964,626,54,1.4243425329823973,5565620224,472727552,2189459456,,False,False
Q008,bangla,প্রসপেক্টাস অনুযায়ী কতজন B.Sc.Engg. গ্র্যাজুয়েট ডিগ্রি পেয়েছে?,প্রসপেক্টাস অনুযায়ী 2200 জন গ্র্যাজুয়েটকে B.Sc.Engg. ডিগ্রি দেওয়া হয়েছে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,"[""2200""]",False,True,0.0,0.0,0.0,,,,0.8936671000001297,0.005859500000042317,0.0,0.0,0.9026625000001332,0,0,0.0,5718827008,229355520,2168299520,,False,False
Q009,english,What accreditation did the CSE Department receive from IEB?,The CSE Department received IEB accreditation for the BSc in CSE program starting from August 2014.,The CSE Department received a Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""2014"", ""august2014""]",True,True,0.7368421052631579,1.0,0.8484848484848484,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,0.29972929999985354,29.505281200000354,29.504346700000042,0.0,29.81239830000004,583,36,1.2201591977632213,5185007616,223293440,1888268288,,False,False
Q009,bangla,CSE Department IEB থেকে কী স্বীকৃতি পেয়েছে?,CSE Department August 2014 থেকে BSc in CSE প্রোগ্রামের জন্য IEB accreditation পেয়েছে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,"[""2014"", ""august2014""]",False,True,0.0,0.0,0.0,,,,2.1282780000001367,88.20997820000002,88.19841760000008,36.02738069999987,90.36771689999978,733,146,1.6553584970440542,4609200128,505999360,2002288640,,False,False
Q009,banglish,CSE Department IEB theke ki accreditation peyechhe?,CSE Department August 2014 theke BSc in CSE program-er jonno IEB accreditation peyechhe.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,"[""2014"", ""august2014""]",False,True,0.0,0.0,0.0,,,,2.5104779000002964,73.04358039999988,73.03421249999974,42.3065188999999,75.5658486999996,625,137,1.8758331925602743,5343965184,199004160,2049060863,,False,False
Q010,english,Under which act did UAP start its operation?,UAP started its operation under the Private University Act 1992.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,1,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"[""1992"", ""act1992""]",False,True,0.15384615384615385,0.2,0.17391304347826086,,,,1.6663185000002159,28.244691700000203,28.23013979999996,0.0,29.929854499999692,617,23,0.8147320616527741,5443084288,441266176,2348503040,,False,False
Q010,bangla,UAP কোন আইনের অধীনে কার্যক্রম শুরু করেছিল?,UAP Private University Act 1992-এর অধীনে কার্যক্রম শুরু করেছিল।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,"[""1992"", ""act1992""]",False,True,0.0,0.0,0.0,,,,1.8585463999997955,0.004060500000377942,0.0,0.0,1.865831000000071,0,0,0.0,4827054080,266153984,2296365056,,False,False
Q010,banglish,UAP kon act-er odhine operation start korechilo?,UAP Private University Act 1992-er odhine operation start korechilo.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"[""1992"", ""act1992""]",False,True,0.09090909090909091,0.1111111111111111,0.09999999999999999,,,,0.2987950000001547,29.717114800000218,29.71430569999984,0.0,30.03288059999977,570,27,0.90865323499718,5422354432,321622016,2288959488,,False,False
Q011,english,How many undergraduate and postgraduate disciplines does UAP offer according to the introduction?,The introduction says UAP offers undergraduate programs in nine disciplines and post-graduate programs in eight disciplines.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,2,True,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,[],False,False,0.15384615384615385,0.14285714285714285,0.14814814814814817,,,,1.8510968999999022,37.92929980000008,37.91575049999983,9.732446900000014,39.817069900000206,735,34,0.8967249639434185,5041913856,311242752,1969950720,,False,False
Q011,bangla,ভূমিকায় UAP কয়টি আন্ডারগ্র্যাজুয়েট ও পোস্টগ্র্যাজুয়েট ডিসিপ্লিন অফার করে বলা হয়েছে?,ভূমিকায় বলা হয়েছে UAP নয়টি ডিসিপ্লিনে আন্ডারগ্র্যাজুয়েট এবং আটটি ডিসিপ্লিনে পোস্টগ্র্যাজুয়েট প্রোগ্রাম অফার করে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,[],False,False,0.0,0.0,0.0,,,,2.245354600000155,0.004948599999806902,0.0,0.0,2.2558185999996567,0,0,0.0,5690597376,271609856,2076921856,,False,False
Q011,banglish,Introduction-e UAP koyta undergraduate ar postgraduate discipline offer kore bola hoyeche?,Introduction-e bola hoyeche UAP nine discipline-e undergraduate ar eight discipline-e post-graduate program offer kore.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,BANGLISH_BODY_PURE_ENGLISH,[],False,False,0.0,0.0,0.0,,,,0.5444830999999795,38.974311299999954,38.96359029999985,12.720303699999931,39.54603399999996,771,33,0.8469445383733061,5130018816,275226624,2178940928,,False,False
Q012,english,Who is named as the Vice-Chancellor in the prospectus?,Prof. Dr. Jamilur Reza Choudhury is named as the Vice-Chancellor.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,GENERATION_NOT_USED,,[],False,False,0.07692307692307693,0.1,0.08695652173913043,,,,2.323301199999605,0.0008655999999973574,0.0,0.0,2.3298031999997875,0,0,0.0,3785617408,99946496,2106626048,,False,False
Q012,bangla,প্রসপেক্টাসে Vice-Chancellor হিসেবে কার নাম দেওয়া আছে?,Prof. Dr. Jamilur Reza Choudhury-কে Vice-Chancellor হিসেবে উল্লেখ করা হয়েছে।,"নির্ভরযোগ্যভাবে উত্তর দেওয়ার জন্য অনুগ্রহ করে কোন কোর্স, প্রোগ্রাম, নীতি বা বিষয় বোঝাচ্ছেন তা নির্দিষ্ট করুন।",ambiguous,False,0,False,ambiguous,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,[],False,False,0.0,0.0,0.0,,,,0.40326580000009926,0.0006164000001263048,0.0,0.0,0.4086966999998367,0,0,0.0,3743154176,151896064,2105372672,,False,False
Q012,banglish,Prospectus-e Vice-Chancellor hisebe kar naam deya ache?,Prof. Dr. Jamilur Reza Choudhury-ke Vice-Chancellor hisebe mention kora hoyeche.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,SEMANTIC_CONTRACT_UNCERTAIN,[],False,False,0.0,0.0,0.0,,,,0.41577649999999267,23.16583989999981,23.16355799999974,0.0,23.59814009999991,646,10,0.43171260650026705,5355126784,301187072,2097078272,,False,False
Q013,english,Where is the UAP Administration located?,"UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh.","The UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""1215"", ""74"", ""at74""]",True,True,0.7692307692307693,0.9090909090909091,0.8333333333333333,curricula_BSc-Curriculum-New.pdf,11,"1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu",1.6768161999998483,31.7432746999998,31.739450800000213,0.0,33.46381180000026,630,29,0.913689407631458,4677201920,156422144,1890574336,,False,False
Q013,bangla,UAP Administration কোথায় অবস্থিত?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-এ অবস্থিত।",প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,BANGLA_BODY_TOO_ENGLISH,"[""1215"", ""74""]",False,True,0.0,0.0,0.0,,,,2.7011004000000867,36.755942700000105,36.74573660000033,10.971006799999941,39.472203400000126,754,50,1.3607020739380022,5130358784,153247744,2030239744,,False,False
Q013,banglish,UAP Administration kothay located?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-e located.",Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,BANGLISH_BODY_PURE_ENGLISH,"[""1215"", ""74""]",False,True,0.0,0.0,0.0,,,,1.9430401000004167,38.35880899999984,38.34747849999985,11.417027099999814,40.32186230000025,775,52,1.356021361352356,5278330880,502038528,2177781760,,False,False
Q014,english,What is the admission office email address?,The admission office email addresses are admission@uap-bd.edu and registrar@uap-bd.edu.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""admission@uap-bd.edu"", ""registrar@uap-bd.edu""]",False,True,0.07692307692307693,0.1111111111111111,0.09090909090909093,,,,1.3614738000001125,0.00413799999978437,0.0,0.0,1.372896099999707,0,0,0.0,5710557184,48185344,2170404864,,False,False
Q014,bangla,Admission Office-এর ইমেইল ঠিকানা কী?,Admission Office-এর ইমেইল ঠিকানা হলো admission@uap-bd.edu এবং registrar@uap-bd.edu।,প্রাসঙ্গিক email address হলো admission@uap-bd.edu।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""admission@uap-bd.edu"", ""registrar@uap-bd.edu""]",False,True,0.4,0.2222222222222222,0.2857142857142857,curricula_BSc-Curriculum-New.pdf,11,"…Road , Farmgate, Dhaka - 1215, Bangladesh Telephone: +8802-9126812 PABX: +8802-58157091-4, +8802-58157096 (Ext - 0, 120) FAX:+8802-58157097 Email: admission@uap-bd.edu,, registrar@uap-bd.edu Department of Architecture 74/A , Green Road, Farmgate,Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 FAX:+8802-58157097 Email: headarch@uap-bd.edu Department of Business Administration R H Center , House # 74/B/1…",0.2847086000001582,0.0015592999998261803,0.0,0.0,0.29069110000000364,0,0,0.0,5669142528,165523456,2177630208,,False,False
Q014,banglish,Admission Office-er email address ki?,Admission Office-er email address holo admission@uap-bd.edu ebong registrar@uap-bd.edu.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,False,0,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,MODEL_ABSTAINED_DESPITE_VERIFIED_EVIDENCE,,"[""admission@uap-bd.edu"", ""registrar@uap-bd.edu""]",False,True,0.0,0.0,0.0,,,,2.1771049000003586,0.000324099999943428,0.0,0.0,2.181946799999878,0,0,0.0,4881883136,37257216,2046545919,,False,False
Q015,english,How many regular semesters are there in an academic year?,There are two regular semesters in an academic year: Fall and Spring.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,MISSING_REQUIRED_ENTITY,,[],False,False,0.07692307692307693,0.08333333333333333,0.08,,,,4.598384200000055,0.0004909000003863184,0.0,0.0,4.6039371000001665,0,0,0.0,4866080768,582549504,2435887104,,False,False
