question_id,language,question,reference,final_answer,answer_strategy,generation_used,generation_attempts,retry_used,support_status,target_language,language_validation_passed,language_validation_reason,runtime_language_validation_passed,grounding_validation_passed,grounding_validation_reason,fact_tokens_required,fact_tokens_preserved,fact_preservation_applicable,automatic_precision,automatic_recall,automatic_f1,source,page,supporting_excerpt,retrieval_seconds,answering_seconds,generation_seconds,retry_seconds,total_seconds,answer_bank_enabled,reranker_enabled
Q004,bangla,CSE Head-এর সঙ্গে যোগাযোগের জন্য কোন ইমেইল দেওয়া আছে?,CSE Head-এর যোগাযোগের ইমেইল হলো headcse@uap-bd.edu।,প্রাসঙ্গিক email address হলো headcse@uap-bd.edu।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,"[""headcse@uap-bd.edu""]",True,True,0.4,0.2857142857142857,0.3333333333333333,curricula_BSc-Curriculum-New.pdf,2,Head Department of Computer Science & Engineering University of Asia Pacific Phone: +(880-2) 9127226 E-mail: headcse@uap-bd.edu,0.22911700000031487,0.00014160000000629225,0.0,0.0,0.23305970000001253,False,False
Q004,banglish,CSE Head-er sathe correspondence-er jonno kon email deya ache?,CSE Head-er correspondence email holo headcse@uap-bd.edu.,Relevant email address holo headcse@uap-bd.edu.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,"[""headcse@uap-bd.edu""]",True,True,0.6,0.5,0.5454545454545454,curricula_BSc-Curriculum-New.pdf,2,Head Department of Computer Science & Engineering University of Asia Pacific Phone: +(880-2) 9127226 E-mail: headcse@uap-bd.edu,0.20933049999985087,0.00011889999996128608,0.0,0.0,0.21168600000009974,False,False
Q005,english,What does the disclaimer say about the prospectus information?,"The information in the prospectus is subject to change at the discretion of the Department of CSE, UAP.","The disclaimer states that the information contained in this prospectus is subject to change at the discretion of the Department of Computer Science & Engineering, UAP.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,[],False,False,0.6190476190476191,0.9285714285714286,0.742857142857143,curricula_BSc-Curriculum-New.pdf,3,"Disclaimer The information contained in this prospectus is subject to change at the discretion of the Department of Computer Science & Engineering, UAP.",0.20321130000002086,4.988324100000227,4.9877405000002,0.0,5.197588100000303,False,False
Q005,bangla,প্রসপেক্টাসের তথ্য সম্পর্কে ডিসক্লেইমারে কী বলা হয়েছে?,"প্রসপেক্টাসের তথ্য Department of CSE, UAP-এর বিবেচনায় পরিবর্তনযোগ্য।",প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,[],False,False,0.09090909090909091,0.1111111111111111,0.09999999999999999,,,,0.19129519999978584,0.0022287000001597335,0.0,0.0,0.1957276000002821,False,False
Q005,banglish,Prospectus-er information niye disclaimer-e ki bola hoyeche?,"Prospectus-er information Department of CSE, UAP-er discretion-e change hote pare.",Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,[],False,False,0.09090909090909091,0.1,0.09523809523809525,,,,0.19273519999978816,6.654046600000129,6.652335400000084,3.0371264000000338,6.853151700000126,False,False
Q006,english,When was UAP established?,UAP was established in 1996.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""1996"", ""in1996""]",False,True,0.07692307692307693,0.2,0.1111111111111111,,,,0.18460099999992963,0.00043349999987185583,0.0,0.0,0.18752990000029968,False,False
Q006,bangla,UAP কখন প্রতিষ্ঠিত হয়?,UAP 1996 সালে প্রতিষ্ঠিত হয়।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,"[""1996"", ""uap1996""]",False,True,0.0,0.0,0.0,,,,0.1858885999999984,0.0018746000000646745,0.0,0.0,0.18978229999993346,False,False
Q006,banglish,UAP kobe established hoy?,UAP 1996 shale established hoy.,UAP kobe 1996 dekha hoy.,gguf_generation,True,2,True,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,"[""1996"", ""uap1996""]",False,True,0.6,0.6,0.6,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.6135762999997496,7.926012200000059,7.924088000000211,1.7518877000002249,8.547353899999962,False,False
Q007,english,Which two bachelor degree programs did UAP initially offer?,UAP initially offered four-year bachelor degree programs in Computer Science & Engineering and Business Administration.,UAP initially offered Bachelor Degree Programs in Computer Science & Technology and Business Administration.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,[],False,False,0.9230769230769231,0.8571428571428571,0.888888888888889,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.1916691000001265,4.354279300000144,4.353629499999897,0.0,4.552849100000003,False,False
Q007,bangla,UAP শুরুতে কোন দুইটি ব্যাচেলর ডিগ্রি প্রোগ্রাম অফার করেছিল?,UAP শুরুতে Computer Science & Engineering এবং Business Administration-এ চার বছরের ব্যাচেলর ডিগ্রি প্রোগ্রাম অফার করেছিল।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,[],False,False,0.0,0.0,0.0,,,,0.1959259000000202,0.002228400000149122,0.0,0.0,0.20031709999966552,False,False
Q007,banglish,UAP shurute kon duita bachelor degree program offer korechilo?,UAP shurute Computer Science & Engineering ebong Business Administration-e four-year bachelor degree program offer korechilo.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,[],False,False,0.0,0.0,0.0,,,,0.19041880000031597,6.174636100000043,6.172708199999761,1.6465980999996646,6.371440800000073,False,False
Q008,english,How many B.Sc.Engg. graduates had received degrees according to the prospectus?,"According to the prospectus, B.Sc.Engg. degrees had been conferred on 2200 graduates.",I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,1,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,"[""2200"", ""on2200""]",False,True,0.15384615384615385,0.16666666666666666,0.16,,,,0.21497599999975137,6.1465885000002345,6.146177699999953,0.0,6.367601899999954,False,False
Q008,bangla,প্রসপেক্টাস অনুযায়ী কতজন B.Sc.Engg. গ্র্যাজুয়েট ডিগ্রি পেয়েছে?,প্রসপেক্টাস অনুযায়ী 2200 জন গ্র্যাজুয়েটকে B.Sc.Engg. ডিগ্রি দেওয়া হয়েছে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,"[""2200""]",False,True,0.0,0.0,0.0,,,,0.1986151000000973,0.003967000000102416,0.0,0.0,0.20442840000032447,False,False
Q008,banglish,Prospectus onujayi kotojon B.Sc.Engg. graduate degree peyechilo?,Prospectus onujayi 2200 graduate-ke B.Sc.Engg. degree deya hoyeche.,"The prospectus for the B.Sc.Engg. graduate degree mentions Prof. M. R. Kabir as a Ph.D., Catholic University of Leuven, Belgium, M.Sc.Engg., and Post Graduate Diploma holder.",gguf_generation,True,1,False,supported,english,False,BANGLISH_BODY_PURE_ENGLISH,True,True,FACTUAL_TOKENS_SUPPORTED,"[""2200"", ""onujayi2200""]",False,True,0.13043478260869565,0.375,0.19354838709677416,curricula_BSc-Curriculum-New.pdf,8,"Prof. M. R. Kabir Ph.D,Catholic University of Leuven, Belgium, M.Sc.Engg.Post Graduate Diploma,",0.1940598000001046,4.905013499999768,4.904789300000175,0.0,5.1035538000001,False,False
Q009,english,What accreditation did the CSE Department receive from IEB?,The CSE Department received IEB accreditation for the BSc in CSE program starting from August 2014.,"The CSE Department of IEB received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This accreditation enables CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB), including membership.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""2014"", ""august2014""]",True,True,0.4827586206896552,1.0,0.6511627906976745,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,0.20443780000005063,7.393880399999944,7.393267499999638,0.0,7.603485699999965,False,False
Q009,bangla,CSE Department IEB থেকে কী স্বীকৃতি পেয়েছে?,CSE Department August 2014 থেকে BSc in CSE প্রোগ্রামের জন্য IEB accreditation পেয়েছে।,বাংলা বাক্যে পরিবর্তন: বাংলা বাক্যে পরিবর্তন: বাংলা বাক্যে পরিবর্তন: বাংলা বাক্যে পরিবর্তন: বাংলা বাক্যে পরিবর্তন: বাংলা বাক্যে পরিবর্তন: বাংলা বাক্যে পরিবর্তন: বাংলা বাক্যে পরিবর্ত,gguf_generation,True,2,True,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,"[""2014"", ""august2014""]",False,True,0.0,0.0,0.0,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,0.19006519999993543,27.53377169999976,27.5319070999999,15.449895599999763,27.728333100000327,False,False
Q009,banglish,CSE Department IEB theke ki accreditation peyechhe?,CSE Department August 2014 theke BSc in CSE program-er jonno IEB accreditation peyechhe.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,"[""2014"", ""august2014""]",False,True,0.0,0.0,0.0,,,,0.19203289999995832,11.160367199999655,11.158834399999705,4.840973099999701,11.356562099999792,False,False
Q010,english,Under which act did UAP start its operation?,UAP started its operation under the Private University Act 1992.,UAP started its operation under the Private University Act 1992.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""1992"", ""act1992""]",True,True,1.0,1.0,1.0,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.18782770000007076,4.522522399999616,4.520326099999693,0.0,4.7170945000002575,False,False
Q010,bangla,UAP কোন আইনের অধীনে কার্যক্রম শুরু করেছিল?,UAP Private University Act 1992-এর অধীনে কার্যক্রম শুরু করেছিল।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,"[""1992"", ""act1992""]",False,True,0.0,0.0,0.0,,,,0.32441659999994954,0.0020709999998871353,0.0,0.0,0.3287855999997191,False,False
Q010,banglish,UAP kon act-er odhine operation start korechilo?,UAP Private University Act 1992-er odhine operation start korechilo.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,"[""1992"", ""act1992""]",False,True,0.09090909090909091,0.1111111111111111,0.09999999999999999,,,,0.193617599999925,5.964046600000074,5.9624392000000626,1.6257709000001341,6.162804799999776,False,False
Q011,english,How many undergraduate and postgraduate disciplines does UAP offer according to the introduction?,The introduction says UAP offers undergraduate programs in nine disciplines and post-graduate programs in eight disciplines.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,1,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,[],False,False,0.15384615384615385,0.14285714285714285,0.14814814814814817,,,,0.20030720000022484,4.777005500000087,4.776309200000014,0.0,4.989986099999896,False,False
Q011,bangla,ভূমিকায় UAP কয়টি আন্ডারগ্র্যাজুয়েট ও পোস্টগ্র্যাজুয়েট ডিসিপ্লিন অফার করে বলা হয়েছে?,ভূমিকায় বলা হয়েছে UAP নয়টি ডিসিপ্লিনে আন্ডারগ্র্যাজুয়েট এবং আটটি ডিসিপ্লিনে পোস্টগ্র্যাজুয়েট প্রোগ্রাম অফার করে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,[],False,False,0.0,0.0,0.0,,,,0.24809209999966697,0.002605300000141142,0.0,0.0,0.2531776999999238,False,False
Q011,banglish,Introduction-e UAP koyta undergraduate ar postgraduate discipline offer kore bola hoyeche?,Introduction-e bola hoyeche UAP nine discipline-e undergraduate ar eight discipline-e post-graduate program offer kore.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,[],False,False,0.0,0.0,0.0,,,,0.19700450000027558,8.908845400000246,8.9067842999998,4.421063899999808,9.11139669999966,False,False
Q012,english,Who is named as the Vice-Chancellor in the prospectus?,Prof. Dr. Jamilur Reza Choudhury is named as the Vice-Chancellor.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,GENERATION_NOT_USED,[],False,False,0.07692307692307693,0.1,0.08695652173913043,,,,0.19601580000016838,0.00044509999997899286,0.0,0.0,0.1987512999999126,False,False
Q012,bangla,প্রসপেক্টাসে Vice-Chancellor হিসেবে কার নাম দেওয়া আছে?,Prof. Dr. Jamilur Reza Choudhury-কে Vice-Chancellor হিসেবে উল্লেখ করা হয়েছে।,"নির্ভরযোগ্যভাবে উত্তর দেওয়ার জন্য অনুগ্রহ করে কোন কোর্স, প্রোগ্রাম, নীতি বা বিষয় বোঝাচ্ছেন তা নির্দিষ্ট করুন।",ambiguous,False,0,False,ambiguous,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,[],False,False,0.0,0.0,0.0,,,,0.18487620000041716,0.00028129999964221497,0.0,0.0,0.18722829999978785,False,False
Q012,banglish,Prospectus-e Vice-Chancellor hisebe kar naam deya ache?,Prof. Dr. Jamilur Reza Choudhury-ke Vice-Chancellor hisebe mention kora hoyeche.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,[],False,False,0.0,0.0,0.0,,,,0.2044514000003801,8.02847920000022,8.027912000000015,0.0,8.23653830000012,False,False
Q013,english,Where is the UAP Administration located?,"UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh.","The UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""1215"", ""74"", ""at74""]",True,True,0.7692307692307693,0.9090909090909091,0.8333333333333333,curricula_BSc-Curriculum-New.pdf,11,"1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu",0.19890920000034384,6.017098899999837,6.0165265999999065,0.0,6.222546599999987,False,False
Q013,bangla,UAP Administration কোথায় অবস্থিত?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-এ অবস্থিত।",প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,"[""1215"", ""74""]",False,True,0.0,0.0,0.0,,,,0.18570790000012494,8.597474799999873,8.595777300000009,2.750978600000053,8.78844429999981,False,False
Q013,banglish,UAP Administration kothay located?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-e located.",Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,"[""1215"", ""74""]",False,True,0.0,0.0,0.0,,,,0.18593330000021524,8.82970350000005,8.827972700000373,2.9420075000002726,9.02117969999972,False,False
Q014,english,What is the admission office email address?,The admission office email addresses are admission@uap-bd.edu and registrar@uap-bd.edu.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""admission@uap-bd.edu"", ""registrar@uap-bd.edu""]",False,True,0.07692307692307693,0.1111111111111111,0.09090909090909093,,,,0.19535009999981412,0.0006642000003012072,0.0,0.0,0.19875619999993432,False,False
Q014,bangla,Admission Office-এর ইমেইল ঠিকানা কী?,Admission Office-এর ইমেইল ঠিকানা হলো admission@uap-bd.edu এবং registrar@uap-bd.edu।,প্রাসঙ্গিক email address হলো admission@uap-bd.edu।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,"[""admission@uap-bd.edu"", ""registrar@uap-bd.edu""]",False,True,0.4,0.2222222222222222,0.2857142857142857,curricula_BSc-Curriculum-New.pdf,11,"…Road , Farmgate, Dhaka - 1215, Bangladesh Telephone: +8802-9126812 PABX: +8802-58157091-4, +8802-58157096 (Ext - 0, 120) FAX:+8802-58157097 Email: admission@uap-bd.edu,, registrar@uap-bd.edu Department of Architecture 74/A , Green Road, Farmgate,Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 FAX:+8802-58157097 Email: headarch@uap-bd.edu Department of Business Administration R H Center , House # 74/B/1…",0.20159990000001926,0.00032389999978477135,0.0,0.0,0.20463099999960832,False,False
Q014,banglish,Admission Office-er email address ki?,Admission Office-er email address holo admission@uap-bd.edu ebong registrar@uap-bd.edu.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,False,0,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,UNSUPPORTED_FACTUAL_TOKENS,"[""admission@uap-bd.edu"", ""registrar@uap-bd.edu""]",False,True,0.0,0.0,0.0,,,,0.18045549999987998,0.0006184999997458362,0.0,0.0,0.1834947000002103,False,False
Q015,english,How many regular semesters are there in an academic year?,There are two regular semesters in an academic year: Fall and Spring.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,[],False,False,0.07692307692307693,0.08333333333333333,0.08,,,,0.31608830000004673,0.0004804999998668791,0.0,0.0,0.32062420000011116,False,False
Q015,bangla,একটি শিক্ষাবর্ষে কয়টি নিয়মিত সেমিস্টার থাকে?,একটি শিক্ষাবর্ষে দুটি নিয়মিত সেমিস্টার থাকে: Fall এবং Spring।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,[],False,False,0.0,0.0,0.0,,,,0.18630260000009002,0.0005908000002818881,0.0,0.0,0.18973899999991772,False,False
Q015,banglish,Ek academic year-e koyta regular semester thake?,Ek academic year-e duita regular semester thake: Fall ar Spring.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,False,0,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,UNSUPPORTED_FACTUAL_TOKENS,[],False,False,0.0,0.0,0.0,,,,0.17422369999985676,0.000456199999916862,0.0,0.0,0.17712090000031822,False,False
