question_id,language,question,reference,final_answer,answer_strategy,generation_used,generation_attempts,retry_used,support_status,target_language,language_validation_passed,language_validation_reason,runtime_language_validation_passed,grounding_validation_passed,grounding_validation_reason,fact_tokens_required,fact_tokens_preserved,fact_preservation_applicable,automatic_precision,automatic_recall,automatic_f1,source,page,supporting_excerpt,retrieval_seconds,answering_seconds,generation_seconds,retry_seconds,total_seconds,prompt_tokens,completion_tokens,tokens_per_second,rss_bytes,available_ram_bytes,swap_used_bytes,error,answer_bank_enabled,reranker_enabled
Q004,bangla,CSE Head-এর সঙ্গে যোগাযোগের জন্য কোন ইমেইল দেওয়া আছে?,CSE Head-এর যোগাযোগের ইমেইল হলো headcse@uap-bd.edu।,প্রাসঙ্গিক email address হলো headcse@uap-bd.edu।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,"[""headcse@uap-bd.edu""]",True,True,0.4,0.2857142857142857,0.3333333333333333,curricula_BSc-Curriculum-New.pdf,2,Head Department of Computer Science & Engineering University of Asia Pacific Phone: +(880-2) 9127226 E-mail: headcse@uap-bd.edu,2.669347000000016,0.0003843999998025538,0.0,0.0,2.672479800000019,0,0,0.0,2020225024,3050807296,1331171328,,False,False
Q004,banglish,CSE Head-er sathe correspondence-er jonno kon email deya ache?,CSE Head-er correspondence email holo headcse@uap-bd.edu.,Relevant email address holo headcse@uap-bd.edu.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,"[""headcse@uap-bd.edu""]",True,True,0.6,0.5,0.5454545454545454,curricula_BSc-Curriculum-New.pdf,2,Head Department of Computer Science & Engineering University of Asia Pacific Phone: +(880-2) 9127226 E-mail: headcse@uap-bd.edu,0.17924029999994673,0.00012729999980365392,0.0,0.0,0.18135970000003,0,0,0.0,2021711872,3052470272,1331171328,,False,False
Q005,english,What does the disclaimer say about the prospectus information?,"The information in the prospectus is subject to change at the discretion of the Department of CSE, UAP.","The information contained in this prospectus is subject to change at the discretion of the Department of Computer Science & Engineering, UAP.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,[],False,False,0.7222222222222222,0.9285714285714286,0.8125000000000001,curricula_BSc-Curriculum-New.pdf,3,"Disclaimer The information contained in this prospectus is subject to change at the discretion of the Department of Computer Science & Engineering, UAP.",0.17989099999977043,39.32501649999995,39.31479910000007,0.0,39.59346730000016,509,26,0.661328573341227,4905811968,82968576,1681395712,,False,False
Q005,bangla,প্রসপেক্টাসের তথ্য সম্পর্কে ডিসক্লেইমারে কী বলা হয়েছে?,"প্রসপেক্টাসের তথ্য Department of CSE, UAP-এর বিবেচনায় পরিবর্তনযোগ্য।",প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,[],False,False,0.09090909090909091,0.1111111111111111,0.09999999999999999,,,,2.427868799999942,0.003406799999993382,0.0,0.0,2.436720299999706,0,0,0.0,5256482816,329453568,1612034048,,False,False
Q005,banglish,Prospectus-er information niye disclaimer-e ki bola hoyeche?,"Prospectus-er information Department of CSE, UAP-er discretion-e change hote pare.",Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,[],False,False,0.09090909090909091,0.1,0.09523809523809525,,,,0.398435299999619,63.3454256,63.33070099999986,47.961621699999796,63.76804379999976,342,163,2.573791185415749,4887339008,229826560,1644437504,,False,False
Q006,english,When was UAP established?,UAP was established in 1996.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""1996"", ""in1996""]",False,True,0.07692307692307693,0.2,0.1111111111111111,,,,2.938235199999781,0.008277599999928498,0.0,0.0,2.9538422000000537,0,0,0.0,4785242112,127348736,1639399424,,False,False
Q006,bangla,UAP কখন প্রতিষ্ঠিত হয়?,UAP 1996 সালে প্রতিষ্ঠিত হয়।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,"[""1996"", ""uap1996""]",False,True,0.0,0.0,0.0,,,,0.25476460000027146,0.0030560999998670013,0.0,0.0,0.260460299999977,0,0,0.0,4743888896,108003328,1639354368,,False,False
Q006,banglish,UAP kobe established hoy?,UAP 1996 shale established hoy.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,1,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,"[""1996"", ""uap1996""]",False,True,0.0,0.0,0.0,,,,4.055341299999782,23.35947999999962,23.35724540000001,0.0,27.43440839999994,573,19,0.8134520862635622,5104717824,370327552,1820372991,,False,False
Q007,english,Which two bachelor degree programs did UAP initially offer?,UAP initially offered four-year bachelor degree programs in Computer Science & Engineering and Business Administration.,UAP initially offered Bachelor Degree Programs in Computer Science & Technology (or Computer Science & Engineering) and Business Administration.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,[],False,False,0.8666666666666667,0.9285714285714286,0.896551724137931,curricula_BSc-Curriculum-New.pdf,4,"University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…",2.0288660000001073,25.669681800000035,25.66410900000028,0.0,27.743287000000237,535,23,0.8961932011744397,5224529920,283193344,1817858048,,False,False
Q007,bangla,UAP শুরুতে কোন দুইটি ব্যাচেলর ডিগ্রি প্রোগ্রাম অফার করেছিল?,UAP শুরুতে Computer Science & Engineering এবং Business Administration-এ চার বছরের ব্যাচেলর ডিগ্রি প্রোগ্রাম অফার করেছিল।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,[],False,False,0.0,0.0,0.0,,,,1.7461946000003081,0.00558229999978721,0.0,0.0,1.7548715999996602,0,0,0.0,5712969728,47996928,1803853824,,False,False
Q007,banglish,UAP shurute kon duita bachelor degree program offer korechilo?,UAP shurute Computer Science & Engineering ebong Business Administration-e four-year bachelor degree program offer korechilo.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,[],False,False,0.0,0.0,0.0,,,,0.31382140000005165,28.559522200000174,28.5499034999998,4.630522299999939,28.888924899999893,630,34,1.1908971951516487,5512933376,408498176,1915375616,,False,False
Q008,english,How many B.Sc.Engg. graduates had received degrees according to the prospectus?,"According to the prospectus, B.Sc.Engg. degrees had been conferred on 2200 graduates.",I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,1,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,"[""2200"", ""on2200""]",False,True,0.15384615384615385,0.16666666666666666,0.16,,,,1.074716300000091,12.795189500000106,12.793808399999762,0.0,13.88523189999978,377,7,0.5471396617132496,5269008384,342298624,1939738624,,False,False
Q008,bangla,প্রসপেক্টাস অনুযায়ী কতজন B.Sc.Engg. গ্র্যাজুয়েট ডিগ্রি পেয়েছে?,প্রসপেক্টাস অনুযায়ী 2200 জন গ্র্যাজুয়েটকে B.Sc.Engg. ডিগ্রি দেওয়া হয়েছে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,"[""2200""]",False,True,0.0,0.0,0.0,,,,1.4924928999998883,0.005182800000056886,0.0,0.0,1.5008748000000196,0,0,0.0,5329637376,254750720,1873485824,,False,False
Q008,banglish,Prospectus onujayi kotojon B.Sc.Engg. graduate degree peyechilo?,Prospectus onujayi 2200 graduate-ke B.Sc.Engg. degree deya hoyeche.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,1,False,insufficient,english,False,BANGLISH_BODY_PURE_ENGLISH,True,False,GENERATION_REJECTED,"[""2200"", ""onujayi2200""]",False,True,0.0,0.0,0.0,,,,0.2265717999998742,8.1254856999999,8.1238515,0.0,8.361895700000332,267,7,0.8616602605303654,5370863616,204267520,1835974655,,False,False
Q009,english,What accreditation did the CSE Department receive from IEB?,The CSE Department received IEB accreditation for the BSc in CSE program starting from August 2014.,The CSE Department received a Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""2014"", ""august2014""]",True,True,0.7368421052631579,1.0,0.8484848484848484,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,1.4321617000000515,23.887247300000126,23.886043299999983,0.0,25.3331505000001,509,36,1.507156273136289,5221244928,244887552,1728884736,,False,False
Q009,bangla,CSE Department IEB থেকে কী স্বীকৃতি পেয়েছে?,CSE Department August 2014 থেকে BSc in CSE প্রোগ্রামের জন্য IEB accreditation পেয়েছে।,CSE অধ্যাদেশ ইngineers Institution Bangladesh (IEB) থেকে BSc in CSE প্রোগ্রামের জন্য স্বীকৃতি পেয়েছে।,gguf_generation,True,1,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,"[""2014"", ""august2014""]",False,True,0.6153846153846154,0.6666666666666666,0.64,curricula_BSc-Curriculum-New.pdf,6,IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership.,1.7464959999997518,36.81140880000021,36.81066749999991,0.0,38.57562619999999,519,70,1.9016226750031135,5381496832,302432256,1963053055,,False,False
Q009,banglish,CSE Department IEB theke ki accreditation peyechhe?,CSE Department August 2014 theke BSc in CSE program-er jonno IEB accreditation peyechhe.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,"[""2014"", ""august2014""]",False,True,0.0,0.0,0.0,,,,1.2885332000000744,84.01307780000025,83.9748080000004,60.88134630000013,85.38037069999973,496,181,2.155408321981506,4475617280,507482112,2020696064,,False,False
Q010,english,Under which act did UAP start its operation?,UAP started its operation under the Private University Act 1992.,UAP started its operation under the Private University Act 1992.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""1992"", ""act1992""]",True,True,1.0,1.0,1.0,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",2.4219388999999865,29.134249100000034,29.103425100000095,0.0,31.6136776000003,544,16,0.5497634709668571,4735102976,267087872,2213621760,,False,False
Q010,bangla,UAP কোন আইনের অধীনে কার্যক্রম শুরু করেছিল?,UAP Private University Act 1992-এর অধীনে কার্যক্রম শুরু করেছিল।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,"[""1992"", ""act1992""]",False,True,0.0,0.0,0.0,,,,2.686250399999608,0.003499400000237074,0.0,0.0,2.6923133000000234,0,0,0.0,5040873472,404189184,2603282432,,False,False
Q010,banglish,UAP kon act-er odhine operation start korechilo?,UAP Private University Act 1992-er odhine operation start korechilo.,UAP operation 1996-er moshobon shuru korechilo.,gguf_generation,True,2,True,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,"[""1992"", ""act1992""]",False,True,0.5,0.3333333333333333,0.4,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",0.22823860000016793,32.34188129999984,32.30947539999988,10.513716399999794,32.65885910000043,524,42,1.2999282557215446,4611198976,323313664,2206019584,,False,False
Q011,english,How many undergraduate and postgraduate disciplines does UAP offer according to the introduction?,The introduction says UAP offers undergraduate programs in nine disciplines and post-graduate programs in eight disciplines.,"UAP offers undergraduate programs in nine disciplines and postgraduate programs in multiple disciplines, though the exact number of postgraduate disciplines is not specified in the provided evidence.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,[],False,False,0.45,0.6428571428571429,0.5294117647058824,curricula_BSc-Curriculum-New.pdf,8,"1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…",2.7610015999998723,27.575590700000248,27.570300599999882,0.0,30.367692499999976,520,32,1.1606692456592271,4775874560,107839488,2011209728,,False,False
Q011,bangla,ভূমিকায় UAP কয়টি আন্ডারগ্র্যাজুয়েট ও পোস্টগ্র্যাজুয়েট ডিসিপ্লিন অফার করে বলা হয়েছে?,ভূমিকায় বলা হয়েছে UAP নয়টি ডিসিপ্লিনে আন্ডারগ্র্যাজুয়েট এবং আটটি ডিসিপ্লিনে পোস্টগ্র্যাজুয়েট প্রোগ্রাম অফার করে।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,[],False,False,0.0,0.0,0.0,,,,2.905526699999882,0.0030683999998473155,0.0,0.0,2.91456640000024,0,0,0.0,5227819008,811847680,2349379584,,False,False
Q011,banglish,Introduction-e UAP koyta undergraduate ar postgraduate discipline offer kore bola hoyeche?,Introduction-e bola hoyeche UAP nine discipline-e undergraduate ar eight discipline-e post-graduate program offer kore.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,[],False,False,0.0,0.0,0.0,,,,0.4018641999996362,27.634613799999897,27.61001720000013,7.046716600000309,28.05711479999991,617,31,1.1227809014186292,4932567040,342106112,2424037376,,False,False
Q012,english,Who is named as the Vice-Chancellor in the prospectus?,Prof. Dr. Jamilur Reza Choudhury is named as the Vice-Chancellor.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,GENERATION_NOT_USED,[],False,False,0.07692307692307693,0.1,0.08695652173913043,,,,2.065139100000124,0.0006116999998084793,0.0,0.0,2.0712048000000323,0,0,0.0,5298094080,320176128,2310967296,,False,False
Q012,bangla,প্রসপেক্টাসে Vice-Chancellor হিসেবে কার নাম দেওয়া আছে?,Prof. Dr. Jamilur Reza Choudhury-কে Vice-Chancellor হিসেবে উল্লেখ করা হয়েছে।,"নির্ভরযোগ্যভাবে উত্তর দেওয়ার জন্য অনুগ্রহ করে কোন কোর্স, প্রোগ্রাম, নীতি বা বিষয় বোঝাচ্ছেন তা নির্দিষ্ট করুন।",ambiguous,False,0,False,ambiguous,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,[],False,False,0.0,0.0,0.0,,,,0.35196310000037556,0.00034989999994650134,0.0,0.0,0.3549465999999484,0,0,0.0,5354582016,402681856,2317070336,,False,False
Q012,banglish,Prospectus-e Vice-Chancellor hisebe kar naam deya ache?,Prof. Dr. Jamilur Reza Choudhury-ke Vice-Chancellor hisebe mention kora hoyeche.,Vice-Chancellor er name Jamilur Reza Choudhury.,gguf_generation,True,1,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,[],False,False,0.5,0.3,0.37499999999999994,curricula_BSc-Curriculum-New.pdf,8,"1.2 University Administration Vice-Chancellor Prof. Dr. Jamilur Reza Choudhury B.Sc.(Engg.), Civil (BUET), M.Sc.(Engg.) ( Advanced Structural Engineering), Ph.D. (University of Southampton), Doctor of Engineering (Honoris Causa) Man chester University, UK. Fellow, Bangladesh Computer Society, Fellow, Bangladesh Academy of Sciences. Fellow, Institution of Engineers (Ba ngladesh) Email: vc@uap -bd.edu Pro Vice- Chancel…",0.2516147000001183,18.897902499999873,18.89515940000001,0.0,19.164754899999934,444,16,0.8467777202239422,5257670656,145080320,2293436416,,False,False
Q013,english,Where is the UAP Administration located?,"UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh.","UAP Administration is located at 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh.",gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""1215"", ""74"", ""at74""]",True,True,0.8333333333333334,0.9090909090909091,0.8695652173913043,curricula_BSc-Curriculum-New.pdf,11,"1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu",1.9379546999998638,27.008871999999883,27.00020319999976,0.0,28.995124999999916,571,28,1.03702923243186,4740579328,351952896,2262294528,,False,False
Q013,bangla,UAP Administration কোথায় অবস্থিত?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-এ অবস্থিত।",প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,"[""1215"", ""74""]",False,True,0.0,0.0,0.0,,,,5.525458300000082,63.20899280000003,63.151819900000646,21.495394400000805,68.80724009999994,680,66,1.0451005229066934,4483645440,249536512,2814496768,,False,False
Q013,banglish,UAP Administration kothay located?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-e located.",Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,"[""1215"", ""74""]",False,True,0.0,0.0,0.0,,,,3.649921799999902,38.017989099999795,37.9877448999996,11.371020200000203,41.77954520000003,663,54,1.4215110726407076,4668731392,320389120,2754101248,,False,False
Q014,english,What is the admission office email address?,The admission office email addresses are admission@uap-bd.edu and registrar@uap-bd.edu.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,"[""admission@uap-bd.edu"", ""registrar@uap-bd.edu""]",False,True,0.07692307692307693,0.1111111111111111,0.09090909090909093,,,,3.068603400000029,0.009771099999852595,0.0,0.0,3.094245199999932,0,0,0.0,3322691584,153001984,2657570816,,False,False
